Probe Set ID,GSM1008929_Salinity_T.CEL(normalized),GSM1008930_Salinity_C.CEL(normalized)
PsAffx.CL306Contig1_at,0.10008979,-0.10008979
PsAffx.CL307Contig1_at,0.042011738,-0.0420115
PsAffx.CL308Contig1_at,0.08240056,-0.08240056
PsAffx.CL311Contig1_at,-0.001840353,0.001840353
PsAffx.CL313Contig1_at,0.077168226,-0.077168226
PsAffx.CL315Contig1_at,-0.025825262,0.0258255
PsAffx.CL316Contig1_at,-0.08805013,0.08805013
PsAffx.C109000029_s_at,0.13672495,-0.13672495
PsAffx.CL318Contig1_at,-0.08422947,0.08422923
PsAffx.CL319Contig1_at,-0.08805001,0.08804989
PsAffx.C55000004_s_at,-0.10659695,0.10659695
PsAffx.CL320Contig1_at,0.04900694,-0.04900694
PsAffx.CL321Contig1_at,0.04634738,-0.046347618
PsAffx.CL322Contig1_at,0.061585903,-0.061585903
PsAffx.CL322Contig1_s_at,-0.005510807,0.005510569
PsAffx.CL323Contig1_at,0.009404898,-0.009404898
PsAffx.CL324Contig1_at,0.19415808,-0.19415808
PsAffx.CL325Contig1_at,-0.065728664,0.065728664
PsAffx.CL326Contig1_at,-0.12896585,0.12896585
PsAffx.CL327Contig1_at,0,0
PsAffx.CL328Contig1_at,0.14878988,-0.14878988
PsAffx.CL330Contig1_at,0.245018,-0.24501789
PsAffx.CL331Contig1_at,0.121555805,-0.121555805
PsAffx.CL332Contig1_at,0.08804989,-0.08804989
PsAffx.CL333Contig1_at,-0.08277631,0.08277631
PsAffx.CL334Contig1_s_at,0.22373152,-0.22373152
PsAffx.CL335Contig1_at,0.026397943,-0.026397943
PsAffx.CL336Contig1_at,0.055506706,-0.055506706
PsAffx.CL337Contig1_at,0.019328594,-0.019328594
PsAffx.CL338Contig1_at,-0.04050684,0.04050684
PsAffx.CL339Contig1_at,0.079661846,-0.079661846
PsAffx.C66000057_s_at,-0.13992143,0.13992143
GmaAffx.21829.1.S1_s_at,0.025752068,-0.025752068
PsAffx.CL342Contig1_at,0.09661484,-0.09661484
PsAffx.CL344Contig1_at,0.05151105,-0.05151105
PsAffx.CL345Contig1_at,-0.02851057,0.02851057
PsAffx.CL346Contig1_at,0.07274032,-0.07274032
PsAffx.CL347Contig1_at,0.28119898,-0.28119898
PsAffx.CL348Contig1_at,0.16569066,-0.16569066
PsAffx.CL349Contig1_at,0.10389185,-0.10389185
PsAffx.CL350Contig1_at,0,0
PsAffx.CL353Contig1_at,0.17612362,-0.17612362
PsAffx.CL354Contig1_at,-0.055309296,0.055309296
PsAffx.CL357Contig1_at,-0.073740244,0.073740244
PsAffx.CL358Contig1_at,-0.044741392,0.044741392
PsAffx.CL359Contig1_at,-0.12270546,0.12270546
GmaAffx.17195.1.S1_s_at,-0.07442188,0.07442188
PsAffx.CL361Contig1_at,0,0
PsAffx.CL362Contig2_at,0.187536,-0.187536
PsAffx.CL363Contig1_at,0.05035472,-0.05035448
PsAffx.CL364Contig1_at,0.08422923,-0.08422947
PsAffx.CL365Contig1_s_at,-0.07227445,0.07227445
PsAffx.C29000088_s_at,0.14772749,-0.14772749
PsAffx.CL367Contig1_at,0.032823563,-0.032823563
PsAffx.CL368Contig1_at,-0.08240044,0.08240056
PsAffx.C11000062_at,0.05162382,-0.05162382
PsAffx.CL371Contig1_at,0,0
GmaAffx.76367.1.A1_s_at,0.154917,-0.154917
PsAffx.C900000001_s_at,0.13480282,-0.13480258
PsAffx.CL375Contig1_at,0,0
PsAffx.C351000008_at,0,0
PsAffx.CL377Contig1_at,0.05278635,-0.05278635
PsAffx.CL378Contig1_at,0,0
PsAffx.C9000147_at,0.25198078,-0.25198078
PsAffx.CL381Contig1_at,-0.028056383,0.028056383
PsAffx.CL381Contig1_s_at,0.16490078,-0.16490078
PsAffx.CL382Contig1_at,0.13681316,-0.13681316
PsAffx.CL384Contig1_at,0.16955805,-0.16955805
PsAffx.CL386Contig1_at,-0.05035448,0.05035448
PsAffx.CL387Contig1_at,-0.014514208,0.014514208
PsAffx.CL388Contig1_s_at,0.09973025,-0.09973025
PsAffx.CL390Contig1_at,-0.20377159,0.20377159
PsAffx.CL391Contig1_at,-0.028188467,0.028188229
PsAffx.CL392Contig1_at,0.17723155,-0.17723155
PsAffx.CL393Contig1_at,0,0
PsAffx.CL394Contig1_s_at,-0.19420123,0.19420123
PsAffx.CL395Contig1_at,-0.2225821,0.2225821
PsAffx.CL396Contig1_at,0.14489031,-0.14489007
PsAffx.CL397Contig1_at,-0.14696932,0.14696932
PsAffx.CL399Contig1_at,0.030154467,-0.030154228
PsAffx.CL400Contig1_at,-0.13953876,0.13953876
PsAffx.CL401Contig1_at,0.20836735,-0.20836759
PsAffx.CL402Contig1_at,0.1898439,-0.1898439
PsAffx.CL403Contig1_at,0.043308496,-0.043308496
PsAffx.CL404Contig1_at,-0.11158466,0.111584425
PsAffx.CL407Contig1_at,-0.05151105,0.05151105
PsAffx.CL408Contig1_at,0.04189372,-0.04189372
PsAffx.CL409Contig1_s_at,-0.05278635,0.05278635
PsAffx.C20000077_at,0.039155006,-0.039155006
PsAffx.psHB023xM11f_at,-0.10659695,0.10659695
PsAffx.psHB023xM11f_s_at,-0.118852615,0.118852854
PsAffx.C63000021_at,0.028056383,-0.028056383
PsAffx.CL413Contig1_at,-0.072672844,0.072672844
PsAffx.C20000063_s_at,0,0
PsAffx.CL414Contig1_at,-0.07292056,0.07292056
PsAffx.CL415Contig1_at,0,0
PsAffx.CL416Contig1_s_at,-0.37576818,0.37576795
PsAffx.CL418Contig2_at,0.21663046,-0.21663046
GmaAffx.12591.1.A1_s_at,0,0
PsAffx.CL420Contig1_at,0.23650694,-0.23650694
PsAffx.CL421Contig1_at,0.074947596,-0.074947834
PsAffx.CL422Contig1_at,-0.04405117,0.04405141
PsAffx.CL423Contig1_at,0.08240056,-0.08240056
PsAffx.CL425Contig1_at,0,0
PsAffx.CL426Contig1_at,-0.053936243,0.053936243
PsAffx.C983000002_s_at,0.08291435,-0.08291435
PsAffx.CL428Contig1_at,0.13025188,-0.13025188
PsAffx.CL429Contig1_at,-0.17045045,0.17045069
PsAffx.CL430Contig1_at,0,0
PsAffx.CL431Contig1_at,0.17045069,-0.17045069
PsAffx.C57000084_s_at,0.1019783,-0.1019783
PsAffx.CL434Contig1_at,0.19597769,-0.19597769
PsAffx.C24000103_s_at,0,0
PsAffx.CL435Contig1_at,-0.039155006,0.039155006
PsAffx.CL435Contig1_s_at,0.1385293,-0.1385293
PsAffx.CL436Contig1_at,0.14067984,-0.14067984
PsAffx.CL438Contig1_s_at,0.15476489,-0.15476465
PsAffx.CL440Contig1_at,0.027504444,-0.027504444
PsAffx.CL441Contig1_at,-0.17987275,0.17987275
PsAffx.C2000012_s_at,0.04617977,-0.04617977
PsAffx.CL444Contig1_at,-0.047286987,0.047286987
PsAffx.CL445Contig1_at,-0.043308496,0.043308496
PsAffx.CL447Contig1_at,0,0
PsAffx.CL447Contig1_s_at,0.121555805,-0.121555805
PsAffx.CL450Contig1_at,-0.07771468,0.07771468
PsAffx.CL451Contig1_at,-0.13978148,0.13978148
PsAffx.CL452Contig1_at,0.043308496,-0.043308496
PsAffx.CL453Contig1_at,0.27888417,-0.27888417
PsAffx.CL454Contig1_at,-0.12155604,0.121555805
PsAffx.CL455Contig1_at,0.07568121,-0.07568121
PsAffx.CL456Contig1_at,-0.028252125,0.028252125
PsAffx.CL457Contig1_at,-0.10441065,0.10441041
PsAffx.CL458Contig1_at,-0.11357713,0.11357713
PsAffx.CL459Contig1_at,-0.028188467,0.028188229
PsAffx.CL460Contig1_at,0.08805001,-0.08804989
PsAffx.CL461Contig1_at,0,0
PsAffx.CL462Contig1_at,0.09378767,-0.09378767
PsAffx.CL463Contig1_at,-0.09661484,0.09661484
PsAffx.CL464Contig1_at,0.16617799,-0.16617799
PsAffx.CL465Contig1_at,-0.04900694,0.04900694
PsAffx.CL467Contig1_at,-0.08240056,0.08240032
PsAffx.CL468Contig1_at,-0.05035448,0.05035448
PsAffx.CL469Contig1_at,-0.1019783,0.1019783
PsAffx.CL471Contig1_at,0.13613749,-0.13613749
PsAffx.CL472Contig1_at,0.09936142,-0.09936142
PsAffx.CL473Contig1_at,0.027800083,-0.027800083
PsAffx.CL474Contig1_at,-0.14519548,0.14519548
PsAffx.CL475Contig1_at,-0.14279461,0.14279461
PsAffx.CL476Contig1_at,-0.016387701,0.016387701
PsAffx.CL477Contig1_at,0.044741392,-0.044741392
PsAffx.CL478Contig1_s_at,0.09378767,-0.09378767
PsAffx.CL479Contig1_at,0.05162382,-0.05162382
PsAffx.CL480Contig1_at,0.08750415,-0.08750415
PsAffx.CL482Contig1_at,-0.0871501,0.0871501
PsAffx.CL483Contig1_at,0.20270848,-0.20270848
PsAffx.CL484Contig1_at,-0.19223154,0.19223142
PsAffx.CL485Contig1_at,0.16125941,-0.16125941
PsAffx.CL486Contig1_at,0.05035448,-0.05035448
PsAffx.CL487Contig1_at,-0.05338216,0.05338216
PsAffx.CL488Contig1_at,-0.11733532,0.11733532
PsAffx.C116000039_at,0.076999426,-0.076999426
PsAffx.CL490Contig1_at,0.043308496,-0.043308496
PsAffx.CL491Contig1_at,-0.041191578,0.041191578
PsAffx.C34000103_at,-0.13842106,0.13842106
PsAffx.C57000078_at,0.1383779,-0.1383779
PsAffx.C57000078_s_at,0,0
PsAffx.CL494Contig1_at,-0.10440421,0.10440421
PsAffx.CL495Contig1_at,0.08277631,-0.08277631
PsAffx.CL496Contig1_at,0,0
PsAffx.CL497Contig1_at,-0.14279461,0.14279437
PsAffx.CL498Contig1_at,-0.05278635,0.05278635
PsAffx.CL499Contig1_at,0.044741392,-0.044741392
PsAffx.CL500Contig1_at,0.013688326,-0.013688087
PsAffx.CL501Contig1_at,-0.055865526,0.055865526
PsAffx.CL502Contig1_at,0,0
PsAffx.CL503Contig1_at,0.10441017,-0.10441041
PsAffx.CL505Contig1_at,-0.187536,0.187536
PsAffx.CL506Contig1_at,0,0
PsAffx.CL507Contig1_at,-0.076999426,0.076999426
PsAffx.CL508Contig1_at,0.2561369,-0.25613666
PsAffx.CL509Contig1_at,-0.19597769,0.19597745
PsAffx.CL510Contig1_s_at,-0.043308496,0.043308496
PsAffx.CL512Contig1_at,0.035591364,-0.035591364
PsAffx.C2000203_s_at,0.12777877,-0.12777877
PsAffx.CL516Contig1_at,-0.05035448,0.05035448
PsAffx.CL517Contig1_at,-0.04036212,0.040362358
PsAffx.CL518Contig1_at,0.124159575,-0.12415981
PsAffx.CL519Contig1_at,0,0
PsAffx.CL522Contig1_s_at,0.08805013,-0.08805013
PsAffx.CL524Contig1_at,0.05035448,-0.05035448
PsAffx.CL525Contig1_at,-0.04189372,0.04189372
PsAffx.CL526Contig1_s_at,0.19314909,-0.19314909
PsAffx.C148000044_at,-0.054907084,0.054907084
PsAffx.CL528Contig1_at,0.023710966,-0.023710966
PsAffx.CL529Contig1_at,0,0
PsAffx.C222000009_s_at,-0.0476079,0.0476079
PsAffx.C57000028_s_at,0.19314909,-0.19314909
PsAffx.CL532Contig1_at,0.17612386,-0.17612362
PsAffx.CL533Contig1_s_at,-0.10441041,0.10441017
PsAffx.CL534Contig1_at,0.09378767,-0.09378767
PsAffx.C22000018_at,-0.021072865,0.021072865
PsAffx.CL537Contig1_at,0.11377096,-0.11377072
PsAffx.CL538Contig1_at,0.076999426,-0.076999664
PsAffx.CL539Contig1_at,-0.08804965,0.08804989
PsAffx.CL540Contig1_at,0.055780172,-0.055780172
PsAffx.C14000032_s_at,-0.121555805,0.121555805
PsAffx.CL543Contig1_at,0.17348242,-0.17348218
PsAffx.CL544Contig1_s_at,-0.14893532,0.14893532
PsAffx.C53000041_at,0.14279437,-0.14279461
PsAffx.CL546Contig1_at,0,0
PsAffx.CL547Contig1_at,0,0
PsAffx.C2000090_s_at,0.15822077,-0.15822077
PsAffx.CL551Contig1_at,0,0
PsAffx.CL553Contig1_at,-0.027355194,0.027355194
PsAffx.C61000020_at,0.11028862,-0.11028862
PsAffx.CL555Contig1_at,-0.079661846,0.079661846
PsAffx.CL556Contig1_at,-0.09936142,0.09936142
PsAffx.C267000005_at,0.08804989,-0.08804989
PsAffx.CL559Contig1_at,0.10894203,-0.10894203
PsAffx.CL560Contig1_at,0.09936142,-0.09936142
PsAffx.CL562Contig1_at,0.020493746,-0.020493746
PsAffx.CL563Contig1_at,-0.09936142,0.09936142
PsAffx.CL564Contig1_at,-0.10659695,0.10659695
PsAffx.CL565Contig1_at,0,0
PsAffx.CL566Contig1_at,-0.30339324,0.30339336
PsAffx.C54000096_at,0.05151081,-0.05151105
PsAffx.CL568Contig1_at,-0.13978148,0.13978148
PsAffx.CL569Contig1_at,0.09092116,-0.09092116
PsAffx.C1481000001_at,-0.003179073,0.003179073
PsAffx.C89000043_s_at,-0.055865526,0.055865526
PsAffx.CL571Contig1_at,0.051823854,-0.051823854
PsAffx.CL572Contig1_at,-0.010655165,0.010655165
PsAffx.CL573Contig1_at,0.06479025,-0.06479025
PsAffx.CL574Contig1_at,0,0
PsAffx.CL575Contig1_at,-0.08240044,0.08240056
PsAffx.CL576Contig1_at,0.17612362,-0.17612362
PsAffx.CL577Contig1_at,-0.09661484,0.09661484
PsAffx.CL578Contig1_at,-0.09092116,0.09092116
PsAffx.CL580Contig1_at,-0.08520222,0.08520222
PsAffx.C11000007_s_at,-0.04253459,0.04253483
PsAffx.C63000036_at,-0.09041023,0.09041023
PsAffx.CL584Contig1_s_at,-0.2895143,0.2895143
PsAffx.C1000200_s_at,0.08240068,-0.08240068
PsAffx.C269000002_s_at,0.09936142,-0.09936118
PsAffx.CL587Contig1_at,-0.1895113,0.1895113
PsAffx.CL588Contig1_at,0,0
PsAffx.CL590Contig1_at,0.13542318,-0.1354227
PsAffx.CL591Contig1_at,-0.1656909,0.1656909
PsAffx.CL592Contig1_at,-0.058814526,0.058814526
PsAffx.CL593Contig1_at,0.14696932,-0.14696932
PsAffx.CL594Contig1_at,-0.10441041,0.10441041
PsAffx.C11000047_at,0.1975646,-0.1975646
PsAffx.C88000069_at,0.24872541,-0.24872518
PsAffx.CL598Contig1_at,0.045130014,-0.045130014
GmaAffx.17166.1.S1_s_at,0.036346912,-0.036346912
PsAffx.CL601Contig1_at,0.16569066,-0.16569066
PsAffx.CL602Contig1_at,0.085202456,-0.085202456
PsAffx.C65000088_at,-0.19314909,0.19314909
PsAffx.CL604Contig1_s_at,0.113577366,-0.11357713
PsAffx.CL607Contig1_at,0.119443655,-0.119443655
PsAffx.CL608Contig1_at,0.09092116,-0.09092116
PsAffx.CL609Contig1_at,0,0
PsAffx.C132000026_s_at,0.0766058,-0.0766058
PsAffx.CL611Contig1_at,-0.2391715,0.2391715
PsAffx.CL612Contig1_at,-0.085202456,0.085202456
PsAffx.CL613Contig1_at,0.05028224,-0.05028224
PsAffx.CL616Contig1_at,0.06403875,-0.06403875
PsAffx.CL617Contig1_at,0.09938741,-0.09938741
PsAffx.C37000055_at,0.10214281,-0.10214281
PsAffx.CL619Contig1_at,0.21656847,-0.21656847
PsAffx.CL621Contig1_at,-0.037617445,0.037617445
PsAffx.CL622Contig1_s_at,-0.12994385,0.12994385
PsAffx.C85000012_s_at,0,0
PsAffx.CL625Contig1_at,0.09936142,-0.09936142
PsAffx.CL627Contig1_at,-0.20143962,0.20143962
PsAffx.CL628Contig1_at,0.10414338,-0.10414338
PsAffx.CL629Contig1_at,-0.043308496,0.043308496
PsAffx.CL630Contig1_at,-0.058296442,0.058296442
PsAffx.C86000037_at,0,0
PsAffx.CL635Contig1_at,0.12570906,-0.12570906
PsAffx.CL636Contig1_at,-0.2722876,0.2722876
PsAffx.C32000008_at,0,0
PsAffx.C180000014_at,-0.17612362,0.17612386
PsAffx.CL641Contig1_s_at,0.018996,-0.018996
PsAffx.CL642Contig1_at,-0.113577366,0.113577366
PsAffx.CL644Contig1_s_at,0.039154768,-0.039155006
PsAffx.CL645Contig1_at,-0.054970503,0.054970503
PsAffx.CL647Contig1_at,0.04617977,-0.04617977
GmaAffx.49199.1.S1_s_at,0,0
PsAffx.C11000020_at,-0.053810358,0.053810358
PsAffx.CL651Contig1_at,0.026767015,-0.026767254
PsAffx.C111000018_s_at,-0.040150166,0.040150166
PsAffx.CL653Contig1_at,-0.01908207,0.01908207
PsAffx.CL654Contig1_at,0.04189372,-0.04189372
PsAffx.CL655Contig1_at,0,0
PsAffx.CL656Contig1_at,-0.13294888,0.13294888
PsAffx.CL657Contig1_at,0.10440421,-0.10440421
PsAffx.CL659Contig1_at,0.032541513,-0.032541513
PsAffx.C87000031_at,0.1861527,-0.18615246
PsAffx.CL661Contig1_at,-0.02993536,0.02993536
PsAffx.C150000045_at,-0.04617977,0.04617977
PsAffx.CL663Contig1_s_at,-0.101439476,0.101439476
PsAffx.C67000045_at,0.040150166,-0.040150166
PsAffx.CL665Contig1_at,0.15939999,-0.15939999
PsAffx.CL666Contig1_at,-0.046347618,0.046347618
PsAffx.CL667Contig2_at,-0.11158466,0.11158466
PsAffx.CL668Contig1_at,0.1257093,-0.12570906
PsAffx.C61000053_s_at,0.060382605,-0.060382605
PsAffx.CL670Contig1_at,0.1019783,-0.1019783
PsAffx.C97000022_at,0.13944817,-0.13944817
GmaAffx.44544.1.S1_s_at,-0.04189372,0.04189372
PsAffx.CL673Contig1_at,-0.033029795,0.033030033
PsAffx.CL674Contig1_at,-0.17612362,0.17612362
PsAffx.CL675Contig1_at,-0.03459716,0.03459716
PsAffx.C88000056_at,-0.050323248,0.050323248
PsAffx.C30000087_s_at,0.04617977,-0.04617977
PsAffx.C208000023_s_at,-0.20857525,0.20857525
PsAffx.CL683Contig1_at,0,0
PsAffx.C38000112_s_at,-0.026730776,0.026730776
PsAffx.CL686Contig1_at,-0.19550061,0.19550061
PsAffx.CL687Contig1_at,-0.043308496,0.043308496
PsAffx.CL688Contig1_at,-0.044741392,0.044741392
PsAffx.CL690Contig1_s_at,0.21950126,-0.21950126
PsAffx.CL691Contig1_at,0.057584286,-0.057584286
PsAffx.CL694Contig1_at,0.04900694,-0.04900694
PsAffx.C81000050_s_at,-0.27501202,0.27501178
PsAffx.C70000030_at,-0.0781858,0.0781858
PsAffx.C70000030_s_at,0.20377159,-0.20377159
PsAffx.CL697Contig1_at,-0.10659695,0.10659695
PsAffx.C2000222_at,0.08422923,-0.08422947
PsAffx.C2000092_s_at,-0.05162382,0.05162382
PsAffx.C175000027_at,0.043308735,-0.043308735
PsAffx.CL701Contig1_at,0.107595205,-0.107595205
PsAffx.CL702Contig1_at,-0.062086105,0.062086105
PsAffx.CL705Contig1_at,0.06908059,-0.06908059
PsAffx.C73000020_at,-0.22157907,0.22157931
PsAffx.C73000020_s_at,-0.05035448,0.05035448
PsAffx.CL707Contig1_at,-0.0476079,0.0476079
PsAffx.C111000039_s_at,-0.12570953,0.1257093
PsAffx.CL709Contig1_at,-0.15098524,0.15098524
PsAffx.CL709Contig1_s_at,-0.23611665,0.23611665
PsAffx.C44000048_at,0,0
PsAffx.C7000197_s_at,0.15433264,-0.15433264
PsAffx.CL712Contig1_at,0,0
PsAffx.CL713Contig1_s_at,-0.04050684,0.04050684
PsAffx.C64000063_at,-0.1818378,0.18183756
PsAffx.CL715Contig1_at,0.09661484,-0.09661484
PsAffx.CL716Contig1_at,0.10659695,-0.10659695
PsAffx.C58000081_at,-0.060107708,0.060107708
PsAffx.CL719Contig1_at,-0.017944813,0.017944574
PsAffx.CL720Contig1_at,-0.053810358,0.053810358
PsAffx.C10000084_at,0.09079504,-0.0907948
PsAffx.C10000084_s_at,0.08805013,-0.08805013
PsAffx.CL722Contig1_at,-0.048190832,0.048190832
PsAffx.CL2316Contig1_s_at,-0.09661484,0.09661484
PsAffx.CL724Contig1_at,-0.0909214,0.09092116
PsAffx.CL726Contig1_at,0.028188229,-0.028188229
PsAffx.CL727Contig1_at,-0.16375232,0.16375256
PsAffx.CL729Contig1_at,-0.04189372,0.04189372
PsAffx.C39000016_s_at,-0.09260368,0.09260392
PsAffx.C192000007_at,0.16186881,-0.16186881
PsAffx.C139000032_at,0.13713002,-0.13713002
PsAffx.CL734Contig1_at,-0.011235952,0.011235952
PsAffx.C317000009_at,0.21656847,-0.21656847
PsAffx.CL737Contig1_at,0.084290504,-0.084290504
PsAffx.C74000015_at,-0.08462858,0.08462858
PsAffx.CL740Contig1_at,-0.09661484,0.09661484
PsAffx.CL741Contig1_at,0.08174229,-0.08174229
PsAffx.CL743Contig1_at,-0.09378767,0.09378767
PsAffx.CL745Contig1_at,-0.09092116,0.09092116
PsAffx.CL746Contig1_at,0.019668818,-0.019668818
PsAffx.CL747Contig1_at,0.005882025,-0.005882025
PsAffx.C186000011_at,-0.12777877,0.12777877
PsAffx.C55000022_s_at,0,0
PsAffx.CL752Contig1_at,0.060382605,-0.060382605
PsAffx.CL753Contig1_s_at,0.13978148,-0.13978148
PsAffx.CL755Contig2_at,-0.11932325,0.119323015
PsAffx.CL758Contig1_at,0,0
PsAffx.CL759Contig1_at,0.12804365,-0.12804365
PsAffx.CL760Contig1_at,-0.09936118,0.09936118
PsAffx.CL761Contig1_at,-0.19626641,0.19626641
PsAffx.C216000017_at,-0.055779934,0.055779934
PsAffx.C2000240_at,-0.10441041,0.10441041
PsAffx.CL765Contig1_at,-0.33837605,0.33837605
PsAffx.C62000070_at,-0.09709978,0.09709954
PsAffx.C118000018_at,-0.116347075,0.11634731
PsAffx.CL769Contig1_at,-0.084290504,0.084290266
PsAffx.CL770Contig1_at,-0.09126687,0.09126687
PsAffx.CL771Contig1_at,-0.08520222,0.08520222
PsAffx.C109000028_at,0.25080967,-0.2508099
PsAffx.CL774Contig1_at,-0.04617977,0.04617977
PsAffx.C52000040_at,0.12994409,-0.12994385
PsAffx.CL778Contig1_at,0.17612386,-0.17612362
PsAffx.CL779Contig1_at,-0.09661484,0.09661484
PsAffx.C6000103_s_at,-0.043308496,0.043308496
PsAffx.C100000011_at,0.04189372,-0.04189372
PsAffx.CL784Contig1_at,-0.14279461,0.14279461
GmaAffx.62792.1.S1_s_at,-0.04859042,0.04859042
PsAffx.CL787Contig1_at,-0.08240068,0.08240068
PsAffx.C10000040_at,0,0
PsAffx.C195000003_at,0,0
GmaAffx.53613.1.S1_s_at,0.07669306,-0.0766933
PsAffx.CL796Contig1_at,0,0
PsAffx.CL798Contig1_at,-0.15476465,0.15476465
PsAffx.CL799Contig1_at,0.15098524,-0.15098524
PsAffx.CL800Contig1_at,-0.05018258,0.050182343
PsAffx.C67000047_at,0,0
PsAffx.CL990Contig1_s_at,-0.1656909,0.1656909
PsAffx.C222000005_at,0.04617977,-0.04617977
PsAffx.CL808Contig1_at,0.05437827,-0.05437851
PsAffx.CL809Contig1_at,0,0
PsAffx.CL810Contig1_at,-0.10441041,0.10441041
PsAffx.CL811Contig1_at,-0.04617977,0.04617977
PsAffx.C18000036_s_at,0.08422947,-0.08422947
PsAffx.C333000006_at,0.38722205,-0.38722205
PsAffx.C110000035_at,0,0
PsAffx.C157000005_s_at,0.08277631,-0.08277631
PsAffx.CL818Contig1_at,-0.10659695,0.10659695
PsAffx.CL820Contig1_at,-0.15433264,0.15433264
PsAffx.CL821Contig1_at,0,0
PsAffx.CL822Contig1_at,-0.04050684,0.04050684
PsAffx.C25000069_at,-0.11597681,0.11597681
PsAffx.CL824Contig1_at,0.028424978,-0.028424978
PsAffx.C80000041_at,0.05162382,-0.05162382
PsAffx.CL826Contig1_at,-0.08291435,0.08291435
PsAffx.CL827Contig1_at,0.19859314,-0.19859314
PsAffx.CL829Contig1_at,0.055719137,-0.055719137
PsAffx.CL831Contig1_at,0.05162382,-0.05162382
PsAffx.CL832Contig1_at,0.04617977,-0.046179652
PsAffx.C139000004_s_at,0.19002342,-0.19002342
PsAffx.CL835Contig1_at,0.12994385,-0.12994385
PsAffx.CL836Contig1_at,-0.039155245,0.039155245
PsAffx.C70000057_s_at,0.04760766,-0.0476079
PsAffx.CL839Contig1_at,0.041893482,-0.04189372
PsAffx.C169000013_s_at,-0.086036205,0.086036205
PsAffx.CL842Contig1_at,-0.14519548,0.14519548
PsAffx.CL843Contig1_at,-0.043308496,0.043308735
GmaAffx.71877.1.S1_s_at,-0.04992819,0.04992819
PsAffx.CL847Contig1_at,-0.12570906,0.12570906
PsAffx.CL848Contig1_s_at,-0.05162382,0.05162382
PsAffx.C29000049_s_at,-0.09092116,0.0909214
GmaAffx.44555.1.S1_s_at,0.18726635,-0.18726659
PsAffx.CL853Contig1_at,-0.05723715,0.05723715
PsAffx.CL854Contig1_at,0.23789048,-0.23789048
PsAffx.C191000027_at,0,0
PsAffx.C10000036_s_at,0.08174229,-0.08174229
PsAffx.C47000070_at,0.04050684,-0.04050684
PsAffx.C120000030_s_at,0.003359795,-0.003359795
PsAffx.CL860Contig1_at,0.15408373,-0.15408397
PsAffx.CL862Contig1_at,-0.10659695,0.10659695
PsAffx.CL863Contig1_at,-0.054662466,0.054662466
PsAffx.CL864Contig1_at,-0.05254507,0.05254531
PsAffx.CL866Contig1_at,0.15927768,-0.15927792
PsAffx.CL867Contig1_at,0.18741655,-0.18741655
PsAffx.CL868Contig1_at,0.04617977,-0.04617977
PsAffx.CL869Contig1_at,-0.04992795,0.04992819
PsAffx.C32000007_s_at,-0.03967619,0.03967619
PsAffx.CL872Contig1_s_at,-0.044741154,0.044741392
PsAffx.C179000026_at,0.024288416,-0.024288416
PsAffx.C953000002_s_at,-0.04900694,0.04900694
PsAffx.CL878Contig1_at,-0.12994385,0.12994385
PsAffx.CL879Contig1_at,0.055309296,-0.055309296
PsAffx.CL880Contig1_at,0.16669011,-0.16669035
PsAffx.CL882Contig1_at,0.16559029,-0.16559029
PsAffx.CL883Contig1_at,0.2308445,-0.2308445
PsAffx.C15000129_s_at,-0.12514997,0.12514997
PsAffx.CL885Contig1_at,-0.17612362,0.17612362
PsAffx.CL886Contig1_at,-0.23133612,0.23133612
PsAffx.CL887Contig1_at,0.03986311,-0.03986311
PsAffx.CL889Contig1_at,0.187536,-0.187536
PsAffx.C24000107_at,0.14279461,-0.14279461
PsAffx.CL892Contig1_at,-0.043308496,0.043308496
PsAffx.C86000022_at,0.13852906,-0.13852906
PsAffx.CL894Contig1_at,0.04050684,-0.04050684
PsAffx.C143000009_s_at,0.04900694,-0.04900694
PsAffx.CL896Contig1_at,-0.040150166,0.040150166
PsAffx.CL897Contig1_at,0.072470665,-0.072470784
PsAffx.CL898Contig1_at,0.109862566,-0.109862566
PsAffx.CL900Contig1_at,0.021031618,-0.021031618
PsAffx.CL901Contig1_at,0.2499814,-0.2499814
PsAffx.CL903Contig1_at,-0.049928427,0.049928665
PsAffx.C110000053_at,-0.16378212,0.16378212
PsAffx.CL907Contig1_at,0.08240056,-0.08240056
PsAffx.CL909Contig1_at,0.0476079,-0.0476079
PsAffx.C151000013_s_at,0,0
PsAffx.C2000086_s_at,0.18183756,-0.18183756
PsAffx.CL912Contig1_s_at,-0.121555805,0.121555805
PsAffx.CL913Contig1_at,0.02793169,-0.02793169
PsAffx.CL916Contig1_at,0,0
PsAffx.CL917Contig1_at,-0.26423836,0.26423836
PsAffx.C176000032_at,-0.05278659,0.052786827
PsAffx.CL919Contig1_at,0.05403495,-0.05403495
PsAffx.CL921Contig1_at,-0.13447738,0.13447738
PsAffx.CL922Contig1_at,-0.09092116,0.0909214
PsAffx.CL924Contig1_at,0.028188229,-0.028188229
PsAffx.CL926Contig1_at,0.14696932,-0.1469692
PsAffx.CL928Contig1_at,0.020706415,-0.020706415
PsAffx.CL929Contig1_at,-0.05403495,0.05403495
PsAffx.CL930Contig1_at,0.085202456,-0.085202456
PsAffx.CL931Contig1_at,-0.067252874,0.067252874
PsAffx.CL932Contig1_at,0.054261446,-0.054261446
