Probe Set ID,GSM1008929_Salinity_T.CEL(normalized),GSM1008930_Salinity_C.CEL(normalized)
Gma.4549.1.S1_at,-0.044741154,0.044741392
Gma.4549.1.S1_s_at,0.12846565,-0.12846565
Gma.8638.1.A1_at,-0.2835045,0.2835045
Gma.6442.1.S1_at,0.09240341,-0.09240341
Gma.12349.1.S1_at,0.00990963,-0.00990963
Gma.5737.1.S1_at,0.046634674,-0.046634674
Gma.18027.1.S1_at,1.458425,-1.458425
Gma.10668.1.S1_at,-0.35231256,0.3523121
Gma.6606.1.S1_at,0.82917976,-0.82918024
GmaAffx.86816.1.S1_at,-0.16901302,0.16901302
GmaAffx.91882.1.S1_s_at,0.18649864,-0.18649864
GmaAffx.87177.1.S1_at,0.036654472,-0.036654472
Gma.16192.1.S1_at,0.103313446,-0.103313446
Gma.3450.2.S1_at,0.011585236,-0.011585236
GmaAffx.28870.1.S1_at,0.28216696,-0.28216696
Gma.4031.1.S1_at,-0.13985443,0.13985443
GmaAffx.8704.2.S1_at,-0.1956091,0.19560957
Gma.3902.2.S1_at,-0.039372444,0.03937292
Gma.9026.1.S1_at,0.10863018,-0.10863018
GmaAffx.32120.1.S1_at,-0.35127258,0.35127258
GmaAffx.87356.1.S1_at,0.010528564,-0.010528564
Gma.2689.3.S1_a_at,0.004013062,-0.004013062
GmaAffx.48487.2.S1_at,-0.5923395,0.5923395
Gma.4348.2.S1_at,0.17095661,-0.17095613
Gma.4348.2.S1_s_at,0.21094894,-0.21094894
Gma.4348.2.S1_x_at,0.1531229,-0.1531229
Gma.6636.1.S1_a_at,0.46770096,-0.46770096
Gma.6636.1.S1_at,0.22933006,-0.22933006
Gma.12993.1.S1_at,0.051285744,-0.051285744
Gma.4509.1.S1_at,-0.12903976,0.12903976
GmaAffx.42847.1.S1_s_at,1.0646563,-1.0646553
Gma.5757.1.S1_at,-0.010215759,0.010215759
GmaAffx.7338.1.S1_at,0.576483,-0.5764828
Gma.8275.1.S1_at,0.09820366,-0.09820366
GmaAffx.81309.1.S1_at,-0.38833427,0.38833427
GmaAffx.28367.1.S1_at,0.112140656,-0.112140656
GmaAffx.83092.1.S1_at,-0.10164404,0.10164404
GmaAffx.265.2.S1_at,-0.026093483,0.026093483
Gma.16254.2.S1_at,0.013522625,-0.013522148
GmaAffx.78761.1.S1_at,-0.06827593,0.06827593
Gma.7657.1.S1_at,0.03390503,-0.03390503
GmaAffx.72806.1.S1_at,0.046448708,-0.046448708
GmaAffx.83362.1.S1_at,-0.42281628,0.42281628
Gma.980.1.S1_at,-0.070960045,0.070960045
Gma.16720.2.A1_at,0.32841873,-0.32841873
Gma.10659.2.S1_at,-0.12123394,0.12123394
GmaAffx.81044.1.S1_at,0.030994415,-0.030993938
Gma.16733.2.S1_at,0,0
Gma.16801.2.S1_at,-0.01700735,0.01700735
GmaAffx.49999.1.S1_at,0.022550583,-0.022550583
GmaAffx.88518.1.S1_at,0.23324585,-0.23324585
GmaAffx.91442.1.S1_at,0.62446785,-0.62446785
GmaAffx.79129.1.S1_at,0.5533886,-0.5533886
Gma.4590.2.S1_x_at,-0.17359829,0.17359829
Gma.3745.1.S1_at,0.66700554,-0.66700506
GmaAffx.875.5.S1_at,-0.121110916,0.121110916
GmaAffx.29260.1.S1_at,0.17053413,-0.17053413
Gma.13145.1.S1_at,-0.035812855,0.03581333
GmaAffx.21348.1.S1_at,0.01282692,-0.01282692
GmaAffx.21348.1.S1_s_at,-0.09145641,0.09145641
GmaAffx.69311.1.S1_at,0.8664198,-0.8664198
GmaAffx.93268.1.S1_at,0.830472,-0.83047247
GmaAffx.93268.1.S1_s_at,0.8301873,-0.8301873
Gma.6104.2.S1_a_at,-2.21E-04,2.21E-04
Gma.6104.2.S1_at,-0.04581833,0.04581833
GmaAffx.76576.1.S1_at,-0.07359505,0.07359505
Gma.5077.2.S1_at,-0.10288477,0.10288429
GmaAffx.87457.1.S1_at,-0.23867893,0.23867893
Gma.4612.1.A1_a_at,-0.12697649,0.12697601
Gma.4612.1.A1_at,-0.12511063,0.12511063
Gma.15807.3.S1_a_at,0.096205235,-0.096205235
Gma.8291.1.S1_at,-0.019922733,0.019922733
Gma.16446.1.S1_at,0.005190849,-0.005190849
GmaAffx.82176.1.S1_at,-0.30502558,0.3050251
Gma.17632.1.S1_at,0.18491697,-0.18491697
GmaAffx.87803.1.S1_at,-0.24774647,0.24774647
GmaAffx.45074.1.S1_at,-0.26612854,0.26612806
Gma.14735.3.S1_a_at,0.02764082,-0.027641296
GmaAffx.87776.1.S1_at,-0.04157591,0.041576385
Gma.1739.2.S1_s_at,-0.005556107,0.005556107
Gma.1164.2.S1_at,-0.006860733,0.006860733
Gma.6691.1.S1_at,-0.16885424,0.16885471
Gma.7751.1.A1_at,-0.5049181,0.5049181
GmaAffx.35729.1.S1_s_at,0.38536358,-0.38536358
GmaAffx.74539.1.S1_at,0.009731293,-0.009731293
Gma.1583.1.S1_at,-0.11149979,0.11150026
Gma.1583.1.S1_s_at,-0.14723301,0.14723301
GmaAffx.20956.1.S1_at,-0.30188847,0.30188847
GmaAffx.80506.1.S1_at,-0.034128666,0.034128666
Gma.4172.1.S1_at,-0.104321,0.104320526
GmaAffx.75958.1.S1_at,-0.30498886,0.30498838
GmaAffx.88368.1.S1_at,-0.11916828,0.11916828
Gma.16657.2.S1_at,0.057584286,-0.057584286
Gma.5414.1.S1_at,0.037089348,-0.037089348
Gma.4455.2.S1_at,0.28201485,-0.28201485
Gma.7812.1.S1_at,-0.20725155,0.20725155
Gma.2089.1.A1_at,0.10758114,-0.10758114
Gma.6940.1.A1_at,-0.16963577,0.16963577
Gma.10130.1.S1_at,0.13891983,-0.13891983
GmaAffx.26967.1.S1_at,0.3041563,-0.3041563
GmaAffx.82511.1.S1_at,-0.19634247,0.19634199
GmaAffx.65062.1.S1_at,-0.092870235,0.092870235
Gma.15744.2.S1_at,-0.11445999,0.11445999
Gma.12593.3.S1_at,-0.03574276,0.035743237
Gma.16956.1.S1_s_at,0.07272816,-0.07272816
Gma.17944.1.S1_at,-0.8292546,0.8292546
Gma.6416.1.S1_at,-0.09284592,0.09284592
GmaAffx.87092.1.S1_s_at,-0.09217024,0.09217024
Gma.13031.1.A1_at,-0.15576315,0.15576267
Gma.3473.1.S1_at,0.1377325,-0.1377325
Gma.3523.1.S1_at,-0.032979965,0.032979965
Gma.7303.1.S1_at,-0.06476402,0.06476402
GmaAffx.83791.1.S1_at,0.06494188,-0.06494188
Gma.739.1.S1_at,0.005525589,-0.005525589
Gma.7642.1.A1_at,0.40960884,-0.40960884
GmaAffx.81415.1.S1_at,-0.37820435,0.37820435
GmaAffx.82202.1.S1_at,-0.034454823,0.0344553
Gma.6247.2.S1_at,-0.042667866,0.042667866
Gma.6190.1.S1_at,0.05657959,-0.05657959
GmaAffx.21217.2.S1_s_at,0.038627625,-0.038627625
Gma.2417.1.S1_at,0.17073536,-0.17073536
Gma.6655.2.S1_at,0.01672554,-0.016726017
GmaAffx.88209.1.S1_at,-0.42619562,0.42619514
GmaAffx.1823.1.S1_at,-0.06572151,0.06572151
Gma.5218.1.A1_at,0.07933426,-0.07933426
Gma.10365.1.S1_at,0.24365044,-0.24365044
Gma.17862.1.S1_at,-0.038518906,0.038518667
GmaAffx.18178.1.S1_at,-0.004355907,0.004356384
GmaAffx.79235.1.S1_at,-0.018214703,0.018214226
GmaAffx.17910.1.S1_at,0.06499815,-0.06499863
Gma.10803.2.S1_a_at,0.17029285,-0.17029238
Gma.10803.2.S1_at,0.054252625,-0.054252625
Gma.10804.1.S1_at,0.032538414,-0.032538414
GmaAffx.34837.1.S1_s_at,0.035175323,-0.0351758
GmaAffx.54145.1.S1_at,-0.3855257,0.3855257
GmaAffx.8213.2.S1_at,0.056274414,-0.056273937
Gma.7547.1.S1_at,-0.31679726,0.31679726
Gma.3619.1.S1_at,-0.02558899,0.02558899
Gma.1464.1.S1_at,0.05410576,-0.05410576
GmaAffx.77404.2.S1_s_at,0.07147884,-0.07147884
GmaAffx.87013.1.S1_at,0,0
GmaAffx.87013.1.S1_s_at,-0.260015,0.26001453
Gma.16419.1.A1_at,-0.66694355,0.66694355
Gma.16383.1.S1_at,0.07956123,-0.07956123
Gma.6077.1.S1_at,-0.15082836,0.15082836
GmaAffx.67093.1.S1_at,0.065534115,-0.065534115
Gma.8114.2.S1_a_at,-0.022524834,0.022524357
GmaAffx.62715.1.S1_at,-0.27231026,0.27231026
Gma.3884.2.S1_at,0.02698803,-0.02698803
Gma.3884.2.S1_x_at,0.045546055,-0.045545578
GmaAffx.3256.1.S1_at,-0.42766476,0.42766476
Gma.7864.1.S1_a_at,0.20366573,-0.20366573
Gma.4251.2.S1_at,0.025710106,-0.025709629
Gma.12479.1.S1_at,0.027590275,-0.027590752
Gma.8227.3.S1_at,0.055927753,-0.05592823
Gma.5860.1.A1_at,0.6426487,-0.6426492
GmaAffx.71484.1.S1_at,-0.08109331,0.08109331
GmaAffx.88536.2.S1_at,-0.03547287,0.03547287
Gma.16040.1.S1_at,0.07208538,-0.07208538
GmaAffx.91295.1.A1_s_at,0.012662888,-0.012662888
Gma.11873.1.S1_at,0.14195824,-0.14195919
GmaAffx.69637.1.S1_at,-0.23122597,0.23122644
GmaAffx.78801.1.S1_at,-0.11765194,0.11765194
Gma.17202.1.S1_at,0.46444988,-0.46444988
GmaAffx.71907.1.S1_at,-0.1584034,0.1584034
GmaAffx.77056.1.S1_at,0.24432278,-0.24432325
Gma.1602.2.S1_at,0.079956055,-0.079956055
GmaAffx.16959.1.S1_at,-0.47066212,0.47066212
GmaAffx.16959.1.S1_s_at,-0.5853281,0.5853281
GmaAffx.35629.1.S1_at,-0.12559128,0.12559128
GmaAffx.79052.2.S1_at,-0.35181236,0.35181236
GmaAffx.85710.1.S1_at,-0.056913376,0.056913376
Gma.3832.2.S1_a_at,-0.7637272,0.7637272
Gma.3832.2.S1_x_at,-0.76158047,0.7615795
Gma.7038.1.S1_at,0.20494938,-0.20494938
GmaAffx.65167.2.S1_at,-0.1019783,0.1019783
GmaAffx.65167.2.S1_s_at,0.098483086,-0.098483086
GmaAffx.65167.2.S1_x_at,-0.07157993,0.07157993
GmaAffx.80742.2.S1_at,0.108472824,-0.108472824
Gma.4921.2.A1_at,0.08014774,-0.08014774
GmaAffx.33620.2.S1_at,-0.11467171,0.11467171
Gma.17821.1.A1_at,-0.7582283,0.7582283
GmaAffx.53155.1.S1_at,0.0790844,-0.0790844
GmaAffx.72380.1.S1_at,-0.4463172,0.4463172
Gma.17831.1.S1_at,0.08804989,-0.08805013
Gma.5127.1.S1_at,0.009288788,-0.009288788
GmaAffx.86115.1.S1_at,0.14772797,-0.14772797
Gma.14624.2.S1_a_at,-0.019418716,0.019418716
Gma.8594.1.S1_at,-0.01948595,0.019486189
GmaAffx.87078.1.S1_at,-0.15709114,0.15709066
Gma.12982.1.S1_at,-0.0799284,0.0799284
Gma.17474.2.S1_at,0.018709183,-0.018709183
Gma.12013.1.S1_at,-0.3075447,0.3075447
Gma.15847.1.S1_at,-0.28724766,0.28724766
Gma.5764.1.S1_at,-0.115345,0.115345
GmaAffx.88156.1.S1_at,-0.27671432,0.27671432
GmaAffx.10631.1.S1_at,0.010131598,-0.010131359
GmaAffx.34894.1.S1_at,0.09661484,-0.09661484
Gma.2659.2.S1_at,-0.16584158,0.16584158
GmaAffx.88316.1.S1_at,-0.04973364,0.049734116
GmaAffx.19318.1.S1_at,0.09557629,-0.09557629
Gma.10787.2.S1_a_at,-0.5331278,0.53312826
Gma.10860.2.S1_at,-0.35380268,0.35380268
GmaAffx.9145.1.S1_s_at,0.3908291,-0.3908291
GmaAffx.82505.1.S1_at,0.16039276,-0.16039276
Gma.11244.2.S1_s_at,0.036170006,-0.036170006
Gma.9706.3.S1_a_at,-0.040783405,0.040783405
Gma.9706.3.S1_at,-0.07301235,0.07301235
Gma.9706.3.S1_x_at,-0.06341553,0.06341553
Gma.6176.2.S1_at,-0.5346513,0.5346508
GmaAffx.67686.1.S1_at,1.3051147,-1.3051152
Gma.11006.1.S1_s_at,-0.5416603,0.5416603
Gma.11224.3.S1_at,-0.019561768,0.019561768
GmaAffx.78028.1.S1_at,0.02821827,-0.028217793
GmaAffx.87414.1.S1_at,0.073358536,-0.073358536
Gma.1414.1.S1_a_at,-0.06721306,0.06721306
Gma.8576.1.S1_at,-0.2898078,0.2898078
Gma.3783.1.S1_at,0.16385555,-0.16385508
GmaAffx.78566.1.S1_at,-0.101540565,0.10154104
Gma.15882.1.S1_at,0,0
Gma.5755.1.S1_at,0.15888882,-0.15888882
GmaAffx.46972.1.S1_at,-0.07901573,0.07901573
GmaAffx.87266.1.S1_at,0.022567749,-0.022567749
GmaAffx.62710.1.S1_at,0.0902977,-0.09029722
GmaAffx.83052.1.S1_at,-0.109375,0.10937452
GmaAffx.86418.1.S1_at,-0.10835028,0.1083498
GmaAffx.82269.1.S1_s_at,2.4689474,-2.4689474
Gma.4659.1.S1_at,-0.5996437,0.5996437
GmaAffx.83016.1.S1_at,0,0
GmaAffx.25413.1.S1_at,-0.065135956,0.06513643
Gma.11338.1.S1_at,0.04582882,-0.04582882
Gma.17473.3.S1_a_at,-0.7056446,0.7056446
Gma.17473.3.S1_at,-0.8150754,0.8150759
Gma.6296.3.S1_at,0.3561287,-0.3561287
GmaAffx.26782.1.S1_s_at,-0.12657738,0.12657738
Gma.249.1.S1_at,0.040495872,-0.040495872
Gma.16280.2.S1_at,0.072734356,-0.072734356
GmaAffx.78768.1.S1_s_at,0.28941917,-0.28941965
GmaAffx.82039.1.S1_at,-0.33963966,0.33963966
Gma.10896.3.A1_at,-0.12386227,0.12386227
Gma.16474.1.S1_at,-0.11104202,0.11104202
Gma.4964.1.S1_s_at,-0.5023327,0.5023327
GmaAffx.42847.2.S1_at,0.7218962,-0.7218962
Gma.11860.1.A1_at,-0.027079582,0.027079582
GmaAffx.81381.1.S1_s_at,0.13598347,-0.13598347
GmaAffx.91659.1.S1_s_at,-0.078476906,0.078476906
GmaAffx.91266.1.S1_s_at,-0.48052788,0.48052788
Gma.16767.1.S1_at,0.14257717,-0.14257717
Gma.4516.1.S1_at,-0.30874443,0.30874443
Gma.2119.2.A1_at,0.08850002,-0.08850002
Gma.5709.1.S1_at,0.4211483,-0.4211483
GmaAffx.92184.1.S1_s_at,0.28544998,-0.28544998
GmaAffx.79139.1.S1_at,-0.40014458,0.40014458
GmaAffx.924.1.S1_at,0.10972786,-0.10972786
GmaAffx.26356.1.S1_at,0.016492844,-0.016492844
Gma.17983.1.S1_at,-0.13410187,0.13410187
Gma.17983.1.S1_s_at,-0.18202877,0.18202877
Gma.5047.1.S1_at,0.14208317,-0.14208317
GmaAffx.3541.1.S1_at,-0.06420231,0.06420183
Gma.2561.1.S1_at,0.043520927,-0.043520927
GmaAffx.51421.1.S1_at,-0.05371952,0.05371952
Gma.16423.1.S1_at,0.19384193,-0.19384193
Gma.5701.1.S1_at,0.40475464,-0.40475464
Gma.2930.1.S1_at,0.20606136,-0.20606136
Gma.4280.1.S1_at,-0.03549528,0.03549528
Gma.7666.1.S1_at,-0.28435826,0.28435826
GmaAffx.34174.1.S1_at,-0.122873306,0.122873306
GmaAffx.26568.1.S1_at,-0.019346237,0.019346237
Gma.12342.3.S1_at,-0.49352932,0.49352932
Gma.11063.1.S1_at,-0.056678295,0.056678295
Gma.4296.1.S1_at,-0.12470436,0.12470436
Gma.3829.1.S1_at,0.24617004,-0.24617004
Gma.7541.1.S1_at,0.0698061,-0.0698061
Gma.633.2.S1_at,0.0218544,-0.0218544
Gma.633.2.S1_x_at,-0.029090881,0.029090881
Gma.2890.1.S1_at,0.1974926,-0.1974926
Gma.8747.2.S1_at,-0.3266573,0.3266573
GmaAffx.8250.2.S1_at,-0.6878662,0.6878662
Gma.7460.1.S1_at,0.25213528,-0.2521348
Gma.8676.1.S1_at,-0.4284582,0.42845774
GmaAffx.82034.1.S1_at,0.54375744,-0.54375744
Gma.9281.1.S1_at,0.06364155,-0.06364155
GmaAffx.85865.1.S1_at,0.008560181,-0.008560181
Gma.1973.1.S1_at,0.14860535,-0.14860535
GmaAffx.17706.1.S1_s_at,0.11969757,-0.11969757
GmaAffx.2747.1.S1_at,0.1922884,-0.1922884
Gma.13120.1.S1_at,-0.11705589,0.117055416
GmaAffx.26561.1.S1_at,0.13082504,-0.13082504
Gma.10435.1.S1_at,0.026762009,-0.026762009
GmaAffx.84575.1.S1_at,0.11683273,-0.11683273
Gma.3145.1.S1_at,-0.2540226,0.2540226
Gma.18095.1.S1_at,0.012729645,-0.012729645
GmaAffx.86334.2.S1_at,-0.39264393,0.39264393
GmaAffx.76284.1.S1_at,0.22411156,-0.22411156
Gma.3783.2.S1_at,0.04876709,-0.04876709
Gma.5888.2.S1_at,0.22983551,-0.22983551
GmaAffx.7093.1.S1_at,-0.10997152,0.10997152
Gma.16585.1.S1_at,0.38295364,-0.38295412
Gma.16585.1.S1_x_at,0.39785385,-0.39785385
GmaAffx.85833.1.S1_at,-0.24671364,0.24671316
GmaAffx.82622.1.S1_at,0.10455084,-0.10455036
GmaAffx.2349.1.S1_at,0.11295891,-0.11295891
GmaAffx.86151.1.S1_at,0.15434694,-0.15434694
Gma.3608.1.S1_at,0.029279232,-0.029279232
GmaAffx.33714.1.S1_at,0.14007378,-0.14007378
Gma.12508.1.S1_at,-0.24498749,0.24498749
Gma.6102.1.S1_a_at,0.087610245,-0.087610245
Gma.6102.1.S1_at,0.13468647,-0.13468647
GmaAffx.78434.1.S1_at,-0.34146976,0.34146976
Gma.13544.1.S1_at,-0.21781158,0.21781158
Gma.5246.2.S1_a_at,-0.00750351,0.00750351
Gma.5246.2.S1_at,0.021264553,-0.021264553
Gma.12309.1.S1_at,-0.112810135,0.112810135
Gma.2757.1.S1_at,-0.059432983,0.05943346
GmaAffx.85010.1.S1_at,-0.15781975,0.15781975
Gma.8075.1.S1_at,0.29235458,-0.29235458
Gma.4001.1.S1_at,0.030927658,-0.030927658
GmaAffx.46220.1.S1_at,0.056955338,-0.056955338
GmaAffx.86744.1.S1_at,-0.033145905,0.033145905
Gma.13199.1.S1_a_at,-0.3840313,0.3840313
Gma.3331.1.S1_at,0.22104836,-0.22104836
Gma.7221.1.S1_at,0.12727165,-0.12727165
Gma.3083.1.S1_at,0.1204443,-0.1204443
Gma.9184.1.S1_at,-0.015218735,0.015218735
GmaAffx.43754.1.S1_at,-0.008497238,0.008497238
Gma.8559.1.S1_at,-0.005199432,0.005199432
Gma.2044.3.S1_at,0.10430145,-0.10430145
GmaAffx.54838.1.S1_at,0.187536,-0.18753612
Gma.10050.1.S1_at,-0.23174524,0.23174477
GmaAffx.11160.1.S1_at,0.16913128,-0.16913128
Gma.15213.1.S1_at,-0.022735596,0.022735596
GmaAffx.87119.1.S1_at,-0.35547352,0.35547352
GmaAffx.15471.1.S1_at,-0.04092884,0.04092884
GmaAffx.84302.1.S1_at,-0.15079689,0.15079689
Gma.4091.1.S1_a_at,0.17346096,-0.17346096
Gma.4091.1.S1_at,0.1427865,-0.14278603
Gma.4091.1.S1_x_at,0.23160315,-0.23160362
Gma.12509.1.S1_at,-0.09864235,0.09864235
GmaAffx.88496.1.S1_at,0.068295956,-0.06829548
Gma.15708.1.S1_at,0.06297493,-0.06297493
Gma.4125.1.S1_at,0.052754402,-0.052754402
GmaAffx.73150.1.S1_at,-0.018472672,0.018472195
Gma.9140.1.S1_at,-0.03770542,0.03770542
GmaAffx.1301.47.A1_at,-0.12838602,0.1283865
GmaAffx.62656.1.S1_at,-0.008567333,0.008567333
GmaAffx.82465.1.S1_at,-0.38435888,0.3843584
Gma.6754.1.S1_at,-1.8623991,1.8623991
GmaAffx.16423.1.S1_at,-0.07319832,0.07319832
GmaAffx.82172.1.S1_at,-0.016227722,0.016227722
GmaAffx.84604.1.S1_at,-0.5793824,0.5793824
Gma.16367.1.S1_at,-0.16122246,0.16122246
GmaAffx.8318.1.S1_at,-0.054344177,0.0543437
GmaAffx.15723.1.S1_at,0.042726994,-0.042726994
Gma.11328.1.S1_at,-0.45840883,0.4584093
Gma.10760.1.S1_at,0.22408104,-0.22408104
Gma.1008.1.A1_at,-0.33345556,0.33345556
Gma.11959.1.S1_at,0.089380264,-0.089380264
Gma.4425.2.S1_at,0.14854908,-0.14854908
GmaAffx.6127.1.S1_at,0.07892656,-0.07892656
GmaAffx.30874.1.S1_at,-0.14797974,0.14797974
GmaAffx.81566.1.S1_at,-0.08585739,0.08585739
GmaAffx.10297.1.S1_at,-0.5539532,0.5539532
GmaAffx.73708.1.S1_at,-0.25475788,0.25475788
Gma.6902.2.S1_at,0.02322054,-0.02322054
GmaAffx.83161.1.S1_at,0.2642975,-0.2642975
Gma.6196.2.S1_a_at,-0.082157135,0.082157135
Gma.6196.2.S1_at,-0.078314304,0.07831383
Gma.10654.1.S1_at,0.28862286,-0.28862286
GmaAffx.63297.2.S1_at,-0.114319086,0.114319086
Gma.15979.2.S1_at,-0.21384335,0.21384335
GmaAffx.14675.1.S1_at,-0.044603348,0.044603348
Gma.6748.1.S1_at,-0.1909008,0.1909008
GmaAffx.39763.1.S1_at,-0.15920544,0.15920544
Gma.5107.1.S1_at,-0.10599995,0.10599995
Gma.17826.1.S1_s_at,0.26211548,-0.26211548
GmaAffx.17355.1.S1_at,-0.001412392,0.001412392
Gma.8828.1.S1_at,0.07955837,-0.07955885
GmaAffx.91270.1.S1_s_at,0.07348347,-0.07348347
Gma.3390.1.S1_at,0.3485489,-0.3485489
GmaAffx.67187.1.S1_at,-0.07558775,0.07558775
Gma.15468.1.S1_at,-0.20686913,0.20686913
Gma.16640.2.S1_a_at,0.19198418,-0.19198465
Gma.16640.2.S1_at,0.13479137,-0.13479137
Gma.1736.1.S1_at,0.10572243,-0.10572243
GmaAffx.83307.2.S1_at,-0.10818672,0.10818672
Gma.7531.1.S1_at,-0.1765213,0.17652082
Gma.1909.1.S1_at,-0.2008667,0.2008667
GmaAffx.82880.1.S1_at,-0.2557583,0.2557583
GmaAffx.8692.1.S1_at,0.08738804,-0.08738804
Gma.10241.1.S1_at,0.059194565,-0.059194565
GmaAffx.86184.1.S1_at,-0.004443169,0.004443169
Gma.6323.1.S1_a_at,-0.06177807,0.06177807
GmaAffx.40455.1.S1_at,2.4879408,-2.4879405
Gma.17203.1.S1_at,-0.15502262,0.1550231
Gma.1760.3.S1_a_at,-0.12119722,0.12119722
Gma.1760.3.S1_at,0.068212986,-0.068212986
GmaAffx.79360.1.S1_at,0.94955254,-0.94955254
Gma.6724.1.S1_at,-0.07538271,0.07538319
Gma.11018.1.S1_at,0.41319323,-0.41319323
Gma.7276.1.S1_at,0.013963699,-0.013963223
GmaAffx.71638.1.S1_at,-0.02298069,0.02298069
Gma.2635.2.S1_at,-0.1354351,0.1354351
GmaAffx.51436.1.S1_at,0.3700142,-0.3700142
Gma.1677.1.S1_a_at,0.13366222,-0.13366222
Gma.1677.1.S1_x_at,0.09330559,-0.09330559
Gma.5748.1.S1_at,-0.08922291,0.08922291
Gma.13203.1.S1_at,0.049986362,-0.049986362
Gma.7557.1.S1_at,-1.0131903,1.0131903
GmaAffx.83991.1.S1_at,0.09082985,-0.09082985
Gma.11367.1.S1_at,-0.20527172,0.20527172
GmaAffx.2122.1.S1_at,0.03974819,-0.03974819
GmaAffx.45449.1.S1_at,0.0909214,-0.0909214
Gma.3916.2.S1_at,-0.10126114,0.10126114
Gma.6292.1.S1_at,0.13689327,-0.13689327
Gma.8368.1.S1_at,-0.804389,0.804389
GmaAffx.23102.1.S1_at,0.15476418,-0.15476418
Gma.13285.1.S1_at,-0.617332,0.61733246
GmaAffx.13133.1.S1_at,-0.001780987,0.001781464
Gma.13089.1.S1_at,-0.33417225,0.33417225
Gma.2261.1.S1_s_at,0.8627987,-0.8627987
GmaAffx.32284.1.S1_at,-1.3455539,1.3455534
Gma.11301.1.S1_at,-0.22388077,0.22388077
GmaAffx.47230.1.S1_at,0.10750294,-0.10750294
Gma.2140.1.S1_at,-0.38926983,0.38926983
Gma.8341.1.S1_at,0.105238914,-0.105238914
GmaAffx.62375.1.S1_at,0.055538177,-0.055538177
GmaAffx.85020.1.S1_at,-0.05989647,0.05989647
Gma.3483.2.S1_s_at,0.11507225,-0.11507225
Gma.4264.1.S1_at,0.12293625,-0.12293625
Gma.12193.2.S1_a_at,0.07494068,-0.07494068
Gma.12193.2.S1_at,0.030213356,-0.030213356
Gma.15783.1.A1_at,-0.12762976,0.12762976
GmaAffx.88477.1.S1_at,0.12348938,-0.12348938
GmaAffx.17832.1.S1_at,-0.072626114,0.072626114
Gma.16491.1.S1_at,0.12977886,-0.12977886
Gma.7070.3.S1_at,0.11539316,-0.11539316
GmaAffx.31311.2.S1_at,-0.34389114,0.34389114
GmaAffx.54410.1.S1_at,-0.08390713,0.08390713
GmaAffx.67400.1.S1_at,0.06521082,-0.06521082
GmaAffx.87744.1.S1_at,-0.025198936,0.025198936
GmaAffx.21707.1.S1_at,-0.04531145,0.045310974
GmaAffx.82451.1.S1_at,-0.041487694,0.041487694
GmaAffx.21378.1.S1_at,0.092897415,-0.092897415
Gma.5693.1.S1_at,0.078804016,-0.078804016
GmaAffx.10143.2.S1_at,0.12636995,-0.12637043
GmaAffx.81306.1.S1_at,0.25187778,-0.25187778
GmaAffx.88213.1.S1_at,-0.32422686,0.32422686
GmaAffx.61825.1.S1_at,-0.09637737,0.09637737
GmaAffx.76585.2.S1_at,0.24406242,-0.24406242
Gma.8214.1.S1_at,0.1851492,-0.1851492
Gma.5959.1.S1_at,0.13599396,-0.13599396
GmaAffx.60474.1.S1_at,-0.09827185,0.09827232
Gma.2500.1.S1_at,-0.2065916,0.2065916
GmaAffx.88197.1.S1_at,0.01139307,-0.011392593
GmaAffx.24074.1.S1_at,-0.17163467,0.17163467
GmaAffx.21943.1.S1_at,0.39742708,-0.39742708
GmaAffx.77527.1.S1_at,0.09480047,-0.09480095
GmaAffx.9859.1.S1_at,0.035927773,-0.035927773
Gma.13269.1.S1_at,-0.13480234,0.13480234
GmaAffx.81692.1.S1_at,0.5970969,-0.5970969
GmaAffx.88118.1.S1_at,0.53043365,-0.53043365
Gma.4612.2.S1_at,-0.019745827,0.019745827
GmaAffx.40129.1.S1_at,-0.21564102,0.21564054
GmaAffx.57668.1.S1_at,0.040768623,-0.040768623
Gma.7573.1.S1_at,0.125597,-0.12559748
GmaAffx.58510.1.S1_at,-0.24025345,0.24025345
Gma.14486.1.S1_at,0.12058544,-0.12058544
GmaAffx.88182.1.S1_at,0.010079384,-0.010079384
Gma.7298.1.S1_s_at,0.5981035,-0.5981035
Gma.1658.1.S1_at,-0.11583805,0.11583805
Gma.15133.2.S1_a_at,0.23041964,-0.23041964
Gma.15133.2.S1_at,0.04479313,-0.044793606
GmaAffx.66522.1.S1_at,-0.09378767,0.09378767
Gma.4239.2.S1_at,0.507411,-0.507411
GmaAffx.35729.2.S1_at,0.35670853,-0.35670853
Gma.11362.1.S1_at,0.24159384,-0.24159336
Gma.3682.1.S1_at,0.12112808,-0.12112856
Gma.6346.1.S1_at,0.025327682,-0.025327682
GmaAffx.12463.1.S1_at,0.29201365,-0.29201317
Gma.16573.1.S1_at,-0.19766617,0.19766617
GmaAffx.74525.2.S1_at,0.21006489,-0.21006489
Gma.9117.1.S1_at,-0.10234547,0.10234547
Gma.10923.2.S1_at,-0.54092455,0.54092455
Gma.5630.1.S1_at,-0.13120556,0.13120556
Gma.16811.1.S1_at,-0.7971258,0.7971263
GmaAffx.78146.1.S1_at,-0.087424755,0.08742523
GmaAffx.136.1.S1_at,0.28429985,-0.2843008
Gma.4549.2.S1_at,0.15166283,-0.15166283
Gma.10004.1.S1_at,-0.16355038,0.16355038
