geneID,Mt_Mapped_count,Mt_RPKM,H2O_Mapped_count,H2O_RPKM,NaCl_Mapped_count,NaCl_RPKM,Na&Mt_Mapped_count,Na&Mt_RPKM
Glyma11g29490.1|PACid:16284899,447,14.428,552,17.731,528,13.687,758,15.18
Glyma11g29520.1|PACid:16284902,51,2.541,65,3.223,86,3.441,91,2.813
Glyma11g29530.1|PACid:16284903,179,13.064,155,11.258,140,8.206,229,10.37
Glyma11g29590.1|PACid:16284909,5,0,2,0,6,0,6,0
Glyma11g29610.1|PACid:16284911,93,6.124,74,4.85,68,3.596,95,3.882
Glyma11g29620.1|PACid:16284912,255,5.09,13,0,19,0.305,12,0
Glyma11g29630.1|PACid:16284913,507,13.865,451,12.274,678,14.891,733,12.437
Glyma11g29640.1|PACid:16284914,423,6.105,403,5.788,582,6.745,380,3.402
Glyma11g29650.1|PACid:16284915,2,0,1,0,2,0,4,0
Glyma11g29670.1|PACid:16284916,44,3.001,26,1.765,29,1.589,43,1.82
Glyma11g29710.1|PACid:16284920,4,0,2,0,1,0,7,0.112
Glyma11g29720.1|PACid:16284921,261,5.448,1575,32.714,730,12.236,1532,19.839
Glyma11g29750.1|PACid:16284923,20,0,13,0,16,0,26,0
Glyma11g29760.1|PACid:16284924,695,18.224,596,15.552,764,16.089,804,13.08
Glyma11g29770.1|PACid:16284925,3,0,0,0,4,0,0,0
Glyma11g29800.1|PACid:16284928,47,1.944,66,2.717,108,3.588,58,1.489
Glyma11g29810.1|PACid:16284929,34,0.792,2,0,8,0.15,13,0.188
Glyma11g29830.1|PACid:16284931,2,0,0,0,0,0,0,0
Glyma11g29830.2|PACid:16284932,4,0,0,0,0,0,0,0
Glyma11g29890.1|PACid:16284938,0,0,1,0,10,0.287,6,0.133
Glyma11g29920.1|PACid:16284941,10,0,3,0,0,0,7,0
Glyma11g30010.1|PACid:16284949,614,21.32,81,2.799,30,0.837,279,6.011
Glyma11g30020.1|PACid:16284950,412,5.793,617,8.633,572,6.459,790,6.891
Glyma11g30030.1|PACid:16284951,175,4.855,222,6.13,308,6.863,400,6.886
Glyma11g30030.2|PACid:16284952,101,3.307,117,3.812,181,4.759,194,3.941
Glyma11g30030.3|PACid:16284953,148,4.106,175,4.832,309,6.885,371,6.386
Glyma11g30040.1|PACid:16284954,106,2.623,223,5.492,205,4.075,319,4.898
Glyma11g30050.1|PACid:16284955,118,3.549,49,1.467,56,1.353,91,1.698
Glyma11g30080.1|PACid:16284958,89,11.331,189,23.947,141,14.417,250,19.748
Glyma11g30090.1|PACid:16284959,323,7.447,131,3.006,169,3.129,234,3.347
Glyma11g30110.1|PACid:16284961,66,1.944,120,3.518,154,3.643,220,4.021
Glyma11g30120.1|PACid:16284962,5,0,4,0,3,0,13,0
Glyma11g30140.1|PACid:16284964,438,9.919,470,10.592,705,12.822,634,8.908
Glyma11g30150.1|PACid:16284965,51,1.885,36,1.324,47,1.395,62,1.422
Glyma11g30210.1|PACid:16284970,0,0,0,0,2,0,2,0.083
Glyma11g30540.1|PACid:16284984,0,0,2,0,0,0,5,0.141
Glyma11g30660.1|PACid:16284993,0,0,1,0.078,0,0,4,0.194
Glyma11g30730.1|PACid:16285000,74,3.848,50,2.588,123,5.137,149,4.808
Glyma11g30740.1|PACid:16285001,114,5.911,118,6.089,174,7.245,181,5.823
Glyma11g30940.1|PACid:16285002,90,2.672,10,0.295,6,0.143,23,0.424
Glyma11g31120.1|PACid:16285019,122,2.598,7,0,2,0,223,2.947
Glyma11g31150.1|PACid:16285022,350,10.988,1944,60.734,43,1.084,2516,49.006
Glyma11g31270.1|PACid:16285031,381,8.115,489,10.365,441,7.543,728,9.62
Glyma11g31310.1|PACid:16285035,4,0,22,0.523,22,0.422,51,0.755
Glyma11g31310.2|PACid:16285036,1,0,24,0.574,11,0,54,0.805
Glyma11g31330.1|PACid:16285038,16,0.826,6,0,12,0,20,0.64
Glyma11g31380.1|PACid:16285042,1147,23.221,827,16.662,1502,24.421,1348,16.932
Glyma11g31400.1|PACid:16285044,161,6.565,169,6.858,181,5.928,197,4.984
Glyma11g31410.1|PACid:16285045,435,33.453,999,76.456,872,53.856,1271,60.645
Glyma11g31440.1|PACid:16285048,1333,23.535,50,0.879,186,2.637,287,3.144
Glyma11g31450.1|PACid:16285049,840,22.701,639,17.186,691,14.997,1045,17.522
Glyma11g31470.1|PACid:16285051,1556,43.067,2023,55.722,1962,43.612,3365,57.786
Glyma11g31500.1|PACid:16285054,442,11.082,310,7.735,258,5.195,268,4.169
Glyma11g31510.1|PACid:16285055,672,9.091,969,13.046,1131,12.288,990,8.31
Glyma11g31530.1|PACid:16285057,593,23.926,728,29.231,1272,41.217,1078,26.986
Glyma11g31550.1|PACid:16285059,207,7.459,34,1.219,99,2.865,51,1.14
Glyma11g31560.1|PACid:16285060,183,4.911,171,4.567,255,5.496,304,5.062
Glyma11g31560.2|PACid:16285061,234,6.279,179,4.78,246,5.302,268,4.462
Glyma11g31610.1|PACid:16285066,15,0,2,0,7,0,17,0
Glyma11g31620.1|PACid:16285067,385,19.264,82,4.083,340,13.663,344,10.68
Glyma11g31660.1|PACid:16285071,1275,62.169,444,21.545,1594,62.42,1105,33.429
Glyma11g31660.2|PACid:16285072,750,49.965,253,16.773,977,52.272,567,23.436
Glyma11g31670.1|PACid:16285073,187,0,63,0,186,0,132,0
Glyma11g31680.1|PACid:16285074,1901,101.315,774,41.052,2441,104.48,1652,54.627
Glyma11g31690.1|PACid:16285075,138,10.472,99,7.476,155,9.446,171,8.051
Glyma11g31700.1|PACid:16285076,2,0,2,0,0,0,0,0
Glyma11g31710.1|PACid:16285077,18,0.54,3,0,6,0,4,0
Glyma11g31740.1|PACid:16285079,269,11.008,163,6.638,166,5.456,268,6.805
Glyma11g31750.1|PACid:16285080,161,6.733,357,14.858,277,9.303,626,16.243
Glyma11g31770.1|PACid:16285082,0,0,0,0,2,0,0,0
Glyma11g31800.1|PACid:16285085,135,5.927,202,8.826,203,7.157,440,11.985
Glyma11g31810.1|PACid:16285086,952,25.369,1225,32.486,1736,37.152,1790,29.595
Glyma11g31820.1|PACid:16285087,291,4.94,0,0,7,0,4,0.042
Glyma11g31830.1|PACid:16285088,303,8.15,237,6.344,516,11.147,498,8.311
Glyma11g31840.1|PACid:16285089,29,1.345,42,1.939,12,0.447,53,1.526
Glyma11g31850.1|PACid:16285090,65,1.925,69,2.033,102,2.425,100,1.837
Glyma11g31880.1|PACid:16285092,136,4.652,113,3.846,138,3.791,190,4.032
Glyma11g31880.2|PACid:16285093,50,2.221,37,1.635,56,1.997,60,1.653
Glyma11g31890.1|PACid:16285094,119,15.495,153,19.826,146,15.268,222,17.935
Glyma11g31890.2|PACid:16285095,7,0.978,7,0.973,9,1.01,6,0.52
Glyma11g31900.1|PACid:16285096,4,0.263,0,0,0,0,0,0
Glyma11g31930.1|PACid:16285099,949,57.841,768,46.584,1113,54.481,1850,69.96
Glyma11g31940.1|PACid:16285100,3103,42.078,774,10.445,723,7.874,579,4.871
Glyma11g31950.1|PACid:16285101,181,10.217,53,2.977,99,4.488,68,2.381
Glyma11g31950.2|PACid:16285102,196,11.82,47,2.821,192,9.299,114,4.266
Glyma11g31990.1|PACid:16285106,347,6.061,1078,18.739,982,13.776,1189,12.886
Glyma11g32050.1|PACid:16285111,113,1.808,519,8.266,285,3.663,499,4.955
Glyma11g32070.1|PACid:16285113,14,0,87,2.058,24,0.458,46,0.678
Glyma11g32090.1|PACid:16285115,0,0,0,0,1,0,0,0
Glyma11g32100.1|PACid:16285116,0,0,0,0,1,0,2,0
Glyma11g32210.1|PACid:16285127,0,0,1,0.017,2,0,2,0.021
Glyma11g32280.1|PACid:16285134,1,0,2,0,2,0.063,1,0
Glyma11g32300.1|PACid:16285136,561,8.106,597,8.585,664,7.705,500,4.483
Glyma11g32310.1|PACid:16285137,247,4.15,601,10.049,470,6.342,646,6.734
Glyma11g32330.1|PACid:16285139,0,0,5,0.375,3,0.182,11,0.514
Glyma11g32360.1|PACid:16285142,16,0.357,27,0.599,29,0.519,54,0.747
Glyma11g32390.1|PACid:16285144,292,6.787,520,12.028,406,7.579,712,10.268
Glyma11g32500.1|PACid:16285154,36,0.778,369,7.939,137,2.379,399,5.352
Glyma11g32500.2|PACid:16285155,36,0.778,380,8.176,156,2.709,412,5.527
Glyma11g32520.1|PACid:16285157,582,10.355,6194,109.677,2265,32.366,4660,51.444
Glyma11g32520.2|PACid:16285158,685,12.207,7942,140.848,2668,38.184,5936,65.632
Glyma11g32590.1|PACid:16285164,67,1.699,323,8.149,206,4.194,362,5.694
Glyma11g32600.1|PACid:16285165,40,0.743,824,15.229,173,2.58,735,8.469
Glyma11g32860.1|PACid:16285172,47,2.331,23,1.135,74,2.948,63,1.939
Glyma11g32920.1|PACid:16285178,338,5.958,347,6.088,333,4.715,530,5.797
Glyma11g32970.1|PACid:16285183,0,0,1,0,1,0,0,0
Glyma11g33000.1|PACid:16285185,19,2.623,20,2.748,27,2.994,43,3.683
Glyma11g33000.2|PACid:16285186,14,1.933,21,2.885,13,1.441,40,3.426
Glyma11g33010.1|PACid:16285187,30,3.154,7,0,10,0.844,13,0.848
Glyma11g33020.1|PACid:16285188,49,1.248,6,0,9,0,9,0
Glyma11g33030.1|PACid:16285189,232,12.842,8,0,0,0,9,0
Glyma11g33040.1|PACid:16285190,37,1.796,76,3.672,39,1.521,82,2.47
Glyma11g33080.1|PACid:16285194,539,4.093,454,3.431,585,3.568,544,2.563
Glyma11g33090.1|PACid:16285195,410,9.51,620,14.312,571,10.637,815,11.729
Glyma11g33090.2|PACid:16285196,210,5.855,248,6.881,300,6.717,362,6.262
Glyma11g33100.1|PACid:16285197,230,11.263,449,21.881,317,12.467,762,23.151
Glyma11g33100.2|PACid:16285198,490,29.243,635,37.714,555,26.601,882,32.659
Glyma11g33100.3|PACid:16285199,575,32.779,829,47.032,611,27.974,1163,41.136
Glyma11g33110.1|PACid:16285200,558,10.296,498,9.145,160,2.371,415,4.751
Glyma11g33130.1|PACid:16285202,29,0.891,40,1.223,6,0,40,0.762
Glyma11g33140.1|PACid:16285203,421,4.513,452,4.822,567,4.881,551,3.664
Glyma11g33140.2|PACid:16285204,348,3.787,426,4.613,418,3.653,443,2.991
Glyma11g33150.1|PACid:16285205,828,8.867,578,6.16,690,5.934,894,5.94
Glyma11g33160.1|PACid:16285206,771,18.56,1015,24.316,721,13.939,879,13.129
Glyma11g33170.1|PACid:16285207,258,8.931,296,10.198,512,14.235,483,10.374
Glyma11g33180.1|PACid:16285208,247,9.827,108,4.276,448,14.315,178,4.394
Glyma11g33190.1|PACid:16285209,22,1.411,4,0.255,4,0.206,4,0
Glyma11g33200.1|PACid:16285210,292,3.474,41,0.485,14,0,47,0.347
Glyma11g33210.1|PACid:16285211,62,1.085,4,0,0,0,21,0
Glyma11g33220.1|PACid:16285212,357,9.977,84,2.336,94,2.11,112,1.942
Glyma11g33240.1|PACid:16285214,109,1.557,0,0,0,0,7,0
Glyma11g33260.1|PACid:16285215,727,38.927,35,1.865,23,0.989,32,1.063
Glyma11g33280.1|PACid:16285217,1992,55.808,3288,91.673,1469,33.052,5712,99.289
Glyma11g33280.2|PACid:16285218,616,23.766,1061,40.737,480,14.873,1636,39.162
Glyma11g33290.1|PACid:16285219,98,1.737,40,0.706,27,0.384,98,1.078
Glyma11g33300.1|PACid:16285220,181,10.267,385,21.734,168,7.654,295,10.383
Glyma11g33300.2|PACid:16285221,168,9.577,200,11.347,120,5.494,200,7.074
Glyma11g33310.1|PACid:16285222,156,2.828,138,2.49,207,3.014,195,2.194
Glyma11g33320.1|PACid:16285223,619,14.932,664,15.941,755,14.627,847,12.677
Glyma11g33330.1|PACid:16285224,420,24.063,22,1.254,19,0.874,111,3.946
Glyma11g33330.2|PACid:16285225,216,15.665,12,0.866,11,0.641,79,3.555
Glyma11g33340.1|PACid:16285226,48,3.873,67,5.38,60,3.888,77,3.855
Glyma11g33340.2|PACid:16285227,3,0,5,0.528,9,0.767,10,0.658
Glyma11g33340.3|PACid:16285228,2,0,3,0,6,0.497,2,0
Glyma11g33350.1|PACid:16285229,86,3.359,19,0.739,22,0.69,17,0.412
Glyma11g33370.1|PACid:16285231,132,6.663,382,19.19,791,32.067,617,19.324
Glyma11g33380.1|PACid:16285232,657,14.732,634,14.148,570,10.265,1036,14.414
Glyma11g33400.1|PACid:16285234,56,2.012,36,1.287,73,2.106,67,1.493
Glyma11g33410.1|PACid:16285235,16,0.309,4,0,0,0,4,0
Glyma11g33420.1|PACid:16285236,369,18.626,36,1.808,28,1.135,16,0.501
Glyma11g33430.1|PACid:16285237,168,2.218,17,0,39,0.413,31,0.254
Glyma11g33450.1|PACid:16285239,18,0.473,24,0.628,12,0,50,0.815
Glyma11g33460.1|PACid:16285240,0,0,0,0,0,0,2,0
Glyma11g33470.1|PACid:16285241,812,14.47,766,13.585,1079,15.442,1281,14.164
Glyma11g33480.1|PACid:16285242,2377,36.413,2485,37.884,2512,30.905,3811,36.222
Glyma11g33490.1|PACid:16285243,3,0.251,4,0.333,9,0.605,9,0.467
Glyma11g33500.1|PACid:16285244,49,4.069,93,7.685,113,7.535,79,4.07
Glyma11g33520.1|PACid:16285245,1310,32.775,173,4.307,351,7.053,835,12.961
Glyma11g33540.1|PACid:16285247,107,5.308,75,3.702,116,4.621,95,2.924
Glyma11g33550.1|PACid:16285248,30,1.599,32,1.697,41,1.755,33,1.091
Glyma11g33560.1|PACid:16285249,8120,260.626,9599,306.612,6985,180.054,12393,246.798
Glyma11g33560.2|PACid:16285250,2756,95.407,3137,108.073,2641,73.425,4405,94.613
Glyma11g33560.3|PACid:16285251,1864,84.09,2217,99.532,1813,65.686,3093,86.573
Glyma11g33580.1|PACid:16285253,423,4.701,19,0,57,0.509,45,0.31
Glyma11g33590.1|PACid:16285254,309,16.701,174,9.359,210,9.116,227,7.612
Glyma11g33620.1|PACid:16285257,115,3.91,54,1.827,48,1.311,81,1.709
Glyma11g33650.1|PACid:16285260,166,3.812,0,0,4,0,2,0
Glyma11g33660.1|PACid:16285261,394,10.055,407,10.337,588,12.051,656,10.387
Glyma11g33660.2|PACid:16285262,175,7.895,123,5.522,210,7.608,292,8.173
Glyma11g33670.1|PACid:16285263,956,36.637,1017,38.786,1037,31.916,1436,34.144
Glyma11g33670.2|PACid:16285264,606,23.944,683,26.857,709,22.499,964,23.633
Glyma11g33690.1|PACid:16285266,159,9.848,7,0.431,39,1.94,15,0.576
Glyma11g33700.1|PACid:16285267,507,22.344,259,11.359,808,28.599,602,16.461
Glyma11g33700.2|PACid:16285268,304,14.76,197,9.519,539,21.018,409,12.321
Glyma11g33720.1|PACid:16285270,4820,92.668,2832,54.185,3778,58.334,4752,56.685
Glyma11g33740.1|PACid:16285272,28,4.044,0,0,0,0,0,0
Glyma11g33750.1|PACid:16285273,52,1.999,75,2.87,77,2.378,108,2.577
Glyma11g33750.2|PACid:16285274,64,2.461,67,2.564,139,4.292,75,1.789
Glyma11g33750.3|PACid:16285275,36,1.384,69,2.64,113,3.49,86,2.052
Glyma11g33750.4|PACid:16285276,46,1.769,66,2.526,106,3.273,94,2.243
Glyma11g33750.5|PACid:16285277,25,1.371,23,1.255,69,3.038,51,1.735
Glyma11g33760.1|PACid:16285278,334,23.055,1488,102.218,533,29.548,971,41.586
Glyma11g33790.1|PACid:16285280,74,6.144,46,3.801,52,3.468,96,4.946
Glyma11g33790.2|PACid:16285281,79,6.56,20,1.653,47,3.134,70,3.606
Glyma11g33810.1|PACid:16285283,275,6.191,112,2.509,116,2.097,200,2.793
Glyma11g33820.1|PACid:16285284,485,11.412,435,10.186,609,11.508,705,10.292
Glyma11g33830.1|PACid:16285285,12,0.384,8,0.255,10,0.257,17,0.338
Glyma11g33870.1|PACid:16285289,214,6.386,268,7.959,409,9.802,584,10.812
Glyma11g33880.1|PACid:16285290,2440,25.098,2781,28.467,3104,25.641,3604,23
Glyma11g33900.1|PACid:16285292,33,1.637,32,1.58,31,1.235,100,3.078
Glyma11g33950.1|PACid:16285297,238,5.658,126,2.981,164,3.131,182,2.684
Glyma11g33960.1|PACid:16285298,2,0,2,0,2,0,2,0
Glyma11g33970.1|PACid:16285299,210,7.036,231,7.702,239,6.431,453,9.417
Glyma11g33970.2|PACid:16285300,52,2.223,96,4.085,88,3.022,185,4.908
Glyma11g33970.3|PACid:16285301,136,5.043,183,6.753,181,5.39,313,7.201
Glyma11g33980.1|PACid:16285302,1,0,1,0,3,0.187,1,0
Glyma11g34000.1|PACid:16285304,3,0,0,0,0,0,0,0
Glyma11g34010.1|PACid:16285305,574,10.261,525,9.34,511,7.336,599,6.644
Glyma11g34010.2|PACid:16285306,522,9.331,539,9.589,558,8.011,647,7.176
Glyma11g34010.3|PACid:16285307,628,11.226,538,9.571,548,7.867,754,8.363
Glyma11g34040.1|PACid:16285310,528,23.36,2,0,0,0,6,0.165
Glyma11g34050.1|PACid:16285311,708,11.93,1162,19.486,696,9.419,1192,12.462
Glyma11g34050.2|PACid:16285312,695,11.763,1093,18.41,703,9.556,1365,14.334
Glyma11g34060.1|PACid:16285313,528,11.886,17,0.381,30,0.542,22,0.307
Glyma11g34070.1|PACid:16285314,137,2.165,19,0.299,21,0.267,54,0.53
Glyma11g34090.1|PACid:16285316,2,0,0,0,0,0,3,0
Glyma11g34100.1|PACid:16285317,11,1.146,4,0,2,0,9,0.582
Glyma11g34120.1|PACid:16285319,480,29.101,646,38.976,809,39.391,939,35.321
Glyma11g34130.1|PACid:16285320,108,4.5,198,8.21,160,5.354,267,6.903
Glyma11g34130.2|PACid:16285321,70,2.927,99,4.12,108,3.627,215,5.579
Glyma11g34150.1|PACid:16285323,94,2.415,140,3.58,41,0.846,200,3.188
Glyma11g34160.1|PACid:16285324,345,10.034,386,11.172,378,8.829,510,9.203
Glyma11g34170.1|PACid:16285325,216,2.797,234,3.015,267,2.776,320,2.571
Glyma11g34190.1|PACid:16285327,6,0,3,0,2,0,5,0
Glyma11g34210.1|PACid:16285328,110,1.925,53,0.923,106,1.49,404,4.387
Glyma11g34230.1|PACid:16285330,978,25.24,1020,26.197,2726,56.5,3240,51.88
Glyma11g34230.2|PACid:16285331,931,24.027,968,24.861,2912,60.355,3255,52.12
Glyma11g34230.3|PACid:16285332,927,23.924,914,23.474,2648,54.883,3117,49.91
Glyma11g34240.1|PACid:16285333,903,11.259,1206,14.965,1582,15.842,1871,14.474
Glyma11g34250.1|PACid:16285334,10,0.395,57,2.241,65,2.063,42,1.03
Glyma11g34270.1|PACid:16285336,530,22.327,212,8.888,460,15.563,585,15.29
Glyma11g34270.2|PACid:16285337,266,14.584,136,7.42,280,12.329,262,8.912
Glyma11g34300.1|PACid:16285340,116,2.974,45,1.148,126,2.594,72,1.145
Glyma11g34310.1|PACid:16285341,438,3.768,388,3.322,427,2.95,412,2.199
Glyma11g34320.1|PACid:16285342,442,3.436,502,3.884,509,3.178,699,3.371
Glyma11g34340.1|PACid:16285344,564,19.291,779,26.517,692,19.009,1077,22.856
Glyma11g34350.1|PACid:16285345,306,13.914,83,3.756,186,6.792,253,7.138
Glyma11g34350.2|PACid:16285346,526,26.788,184,9.325,318,13.006,393,12.418
Glyma11g34350.3|PACid:16285347,232,12.084,77,3.991,142,5.94,207,6.689
Glyma11g34380.1|PACid:16285350,0,0,30,1.196,10,0.322,18,0.447
Glyma11g34380.2|PACid:16285351,6,0,31,1.304,12,0.407,23,0.603
Glyma11g34390.1|PACid:16285352,11,0,6,0,18,0,20,0
Glyma11g34400.1|PACid:16285353,295,12.382,249,10.401,562,18.944,652,16.979
Glyma11g34410.1|PACid:16285354,488,13.91,975,27.657,2143,49.057,3218,56.911
Glyma11g34420.1|PACid:16285355,580,14.574,653,16.33,790,15.943,936,14.593
Glyma11g34430.1|PACid:16285356,578,12.333,259,5.5,347,5.946,377,4.991
Glyma11g34460.1|PACid:16285359,245,6.748,332,9.101,343,7.588,526,8.989
Glyma11g34460.2|PACid:16285360,99,2.962,170,5.062,216,5.19,296,5.494
Glyma11g34470.1|PACid:16285361,3,0,18,0.427,15,0.287,54,0.798
Glyma11g34470.2|PACid:16285362,0,0,10,0.262,19,0,24,0.392
Glyma11g34490.1|PACid:16285364,14,0.247,34,0.596,0,0,3,0
Glyma11g34530.1|PACid:16285368,5,0,3,0,3,0,7,0.198
Glyma11g34540.1|PACid:16285369,3,0,0,0,0,0,5,0
Glyma11g34550.1|PACid:16285370,957,30.292,651,20.507,682,17.337,1121,22.016
Glyma11g34560.1|PACid:16285371,77,1.684,268,5.832,703,12.346,931,12.631
Glyma11g34590.1|PACid:16285374,2,0,1,0,1,0,0,0
Glyma11g34600.1|PACid:16285375,1,0.019,0,0,0,0,0,0
Glyma11g34620.1|PACid:16285377,162,3.173,75,1.462,167,2.627,54,0.656
Glyma11g34630.1|PACid:16285378,3225,55.57,466,7.991,77,1.066,1368,14.625
Glyma11g34650.1|PACid:16285380,8,0.559,2,0,1,0,7,0
Glyma11g34680.1|PACid:16285383,5,0.924,0,0,4,0.594,0,0
Glyma11g34690.1|PACid:16285384,321,7.371,24,0.548,51,0.941,170,2.422
Glyma11g34700.1|PACid:16285385,30,1.198,49,1.947,51,1.635,54,1.338
Glyma11g34700.2|PACid:16285386,28,1.118,34,1.351,41,1.315,87,2.155
Glyma11g34710.1|PACid:16285387,643,18.512,338,9.684,140,3.237,354,6.323
Glyma11g34720.1|PACid:16285388,3,0,8,0,4,0,8,0
Glyma11g34730.1|PACid:16285389,201,4.964,363,8.921,258,5.117,507,7.768
Glyma11g34740.1|PACid:16285390,272,7.132,119,3.105,88,1.853,120,1.952
Glyma11g34750.1|PACid:16285391,5,0,1,0,2,0,2,0
Glyma11g34770.1|PACid:16285393,200,6.384,41,1.302,15,0.385,135,2.673
Glyma11g34780.1|PACid:16285394,83,2.137,55,1.409,38,0.786,128,2.045
Glyma11g34790.1|PACid:16285395,38,5.582,40,5.848,56,6.607,41,3.737
Glyma11g34790.2|PACid:16285396,45,6.611,60,8.772,28,3.303,94,8.568
Glyma11g34800.1|PACid:16285397,159,7.062,1217,53.79,474,16.907,959,26.426
Glyma11g34800.2|PACid:16285398,0,0,25,2.97,13,1.246,8,0.592
Glyma11g34830.1|PACid:16285401,185,10.546,60,3.404,61,2.793,118,4.174
Glyma11g34830.2|PACid:16285402,78,5.958,57,4.333,41,2.515,102,4.834
Glyma11g34830.3|PACid:16285403,124,7.069,44,2.496,48,2.198,112,3.961
Glyma11g34830.4|PACid:16285404,169,9.634,69,3.915,48,2.198,117,4.138
Glyma11g34830.5|PACid:16285405,138,7.867,74,4.198,60,2.747,118,4.174
Glyma11g34840.1|PACid:16285406,977,57.41,873,51.052,1119,52.808,1309,47.724
Glyma11g34860.1|PACid:16285408,60,1.309,74,1.606,89,1.559,57,0.771
Glyma11g34870.1|PACid:16285409,68,2.563,150,5.627,187,5.661,287,6.712
Glyma11g34870.2|PACid:16285410,54,2.063,121,4.599,129,3.957,194,4.597
Glyma11g34890.1|PACid:16285412,3547,303.31,2569,218.62,1872,128.56,3611,191.583
Glyma11g34900.1|PACid:16285413,4395,129.795,2471,72.623,10439,247.59,9158,167.804
Glyma11g34930.1|PACid:16285416,107,4.087,106,4.029,49,1.503,86,2.038
Glyma11g34930.2|PACid:16285417,88,3.361,106,4.029,43,1.319,51,1.209
Glyma11g34930.3|PACid:16285418,95,3.629,126,4.789,46,1.411,87,2.062
Glyma11g34930.4|PACid:16285419,71,3.321,87,4.049,36,1.352,73,2.118
Glyma11g34940.1|PACid:16285420,1108,21.482,1629,31.431,1967,30.628,2059,24.769
Glyma11g34950.1|PACid:16285421,133,4.496,172,5.786,93,2.525,248,5.201
Glyma11g34950.2|PACid:16285422,125,4.225,165,5.55,79,2.145,327,6.858
Glyma11g34960.1|PACid:16285423,281,12.879,260,11.859,360,13.252,542,15.413
Glyma11g34970.1|PACid:16285424,14,0.341,0,0,0,0,3,0
Glyma11g34980.1|PACid:16285425,1072,39.624,1293,47.563,1371,40.699,2163,49.605
Glyma11g35020.1|PACid:16285429,437,17.327,383,15.112,465,14.807,667,16.408
Glyma11g35020.2|PACid:16285430,305,12.437,216,8.766,277,9.071,381,9.639
Glyma11g35030.1|PACid:16285431,9,0,14,0,47,1.491,40,0.981
Glyma11g35050.1|PACid:16285433,201,5.051,386,9.653,120,2.422,591,9.214
Glyma11g35070.1|PACid:16285435,0,0,0,0,0,0,1,0
Glyma11g35080.1|PACid:16285436,274,6.541,39,0.927,16,0,104,1.54
Glyma11g35090.1|PACid:16285437,353,6.577,195,3.616,254,3.801,309,3.572
Glyma11g35100.1|PACid:16285438,279,5.156,304,5.591,370,5.492,480,5.504
Glyma11g35110.1|PACid:16285439,347,30.586,199,17.456,288,20.387,357,19.524
Glyma11g35110.2|PACid:16285440,282,24.856,208,18.245,287,20.316,374,20.453
Glyma11g35130.1|PACid:16285442,1123,45.47,220,8.865,2267,73.717,2136,53.66
Glyma11g35150.1|PACid:16285444,389,9.424,737,17.768,1198,23.308,884,13.287
Glyma11g35160.1|PACid:16285445,372,5.282,386,5.454,373,4.253,491,4.326
Glyma11g35170.1|PACid:16285446,118,6.564,436,24.135,200,8.934,587,20.258
Glyma11g35200.1|PACid:16285449,239,4.839,214,4.311,163,2.65,311,3.906
Glyma11g35210.1|PACid:16285450,0,0,2,0,0,0,0,0
Glyma11g35240.1|PACid:16285453,216,9.631,33,1.464,62,2.22,97,2.683
Glyma11g35240.2|PACid:16285454,205,9.14,50,2.219,44,1.576,110,3.043
Glyma11g35260.1|PACid:16285456,36,2.23,29,1.788,30,1.492,40,1.537
Glyma11g35260.2|PACid:16285457,44,2.725,23,1.418,22,1.094,47,1.806
Glyma11g35270.1|PACid:16285458,476,40.402,773,65.294,742,50.58,1055,55.559
Glyma11g35280.1|PACid:16285459,708,33.944,786,37.502,895,34.461,1154,34.327
Glyma11g35290.1|PACid:16285460,57,1.094,21,0,62,0.956,40,0.476
Glyma11g35300.1|PACid:16285461,321,6.799,487,10.265,710,12.077,723,9.501
Glyma11g35310.1|PACid:16285462,27,0.522,13,0.25,87,1.35,41,0.492
Glyma11g35320.1|PACid:16285463,475,6.307,332,4.387,393,4.191,523,4.308
Glyma11g35390.1|PACid:16285470,75,1.199,188,2.99,86,1.104,315,3.123
Glyma11g35410.1|PACid:16285472,2412,26.372,3880,42.218,6879,60.405,4931,33.451
Glyma11g35430.1|PACid:16285474,2,0,4,0,2,0,15,0.295
Glyma11g35440.1|PACid:16285475,67,3.023,26,1.167,17,0.616,34,0.952
Glyma11g35450.1|PACid:16285476,691,29.879,523,22.505,564,19.586,756,20.282
Glyma11g35450.2|PACid:16285477,551,30.798,480,26.7,474,21.278,749,25.975
Glyma11g35450.3|PACid:16285478,776,40.976,643,33.79,768,32.569,1041,34.106
Glyma11g35450.4|PACid:16285479,804,42.455,661,34.735,648,27.48,1042,34.138
Glyma11g35460.1|PACid:16285480,4879,32.867,3946,26.454,3608,19.519,4906,20.505
Glyma11g35470.1|PACid:16285481,888,40.06,793,35.602,1371,49.672,1354,37.898
Glyma11g35480.1|PACid:16285482,384,15.715,257,10.467,306,10.057,315,7.998
Glyma11g35490.1|PACid:16285483,74,4.818,160,10.367,82,4.288,232,9.372
Glyma11g35500.1|PACid:16285484,572,34.496,104,6.242,418,20.245,352,13.171
Glyma11g35510.1|PACid:16285485,182,4.873,34,0.906,42,0.903,30,0.498
Glyma11g35520.1|PACid:16285486,114,1.686,240,3.531,246,2.921,219,2.009
Glyma11g35540.1|PACid:16285488,553,11.978,437,9.42,594,10.333,742,9.972
Glyma11g35540.2|PACid:16285489,8,1.41,6,1.053,12,1.699,8,0.875
Glyma11g35550.1|PACid:16285490,84,2.057,0,0,5,0,7,0
