geneID,Mt_Mapped_count,Mt_RPKM,H2O_Mapped_count,H2O_RPKM,NaCl_Mapped_count,NaCl_RPKM,Na&Mt_Mapped_count,Na&Mt_RPKM
Glyma01g02460.1|PACid:16243157,27,0.629,170,3.94,55,1.029,100,1.445
Glyma01g02470.1|PACid:16243158,50,4.583,33,3.01,43,3.166,57,3.242
Glyma01g02470.2|PACid:16243159,51,4.675,28,2.554,36,2.65,71,4.038
Glyma01g02470.3|PACid:16243160,25,2.702,13,1.399,19,1.65,29,1.945
Glyma01g02480.1|PACid:16243161,3419,49.717,4823,69.795,6374,74.437,6540,59.005
Glyma01g02510.1|PACid:16243164,31,2.797,0,0,1,0,0,0
Glyma01g02520.1|PACid:16243165,0,0,1,0,1,0.081,4,0
Glyma01g02560.1|PACid:16243169,39,0.704,4,0,4,0,8,0
Glyma01g02570.1|PACid:16243170,1879,59.313,189,5.937,326,8.264,571,11.183
Glyma01g02580.1|PACid:16243171,59,1.878,6,0,17,0.435,445,8.788
Glyma01g02610.1|PACid:16243174,148,5.768,24,0.931,21,0.657,67,1.62
Glyma01g02620.1|PACid:16243175,462,5.066,10,0,25,0,5,0
Glyma01g02630.1|PACid:16243176,301,8.516,249,7.011,414,9.407,408,7.162
Glyma01g02640.1|PACid:16243177,428,7.949,722,13.344,475,7.085,860,9.909
Glyma01g02640.2|PACid:16243178,492,9.349,648,12.254,477,7.28,917,10.812
Glyma01g02650.1|PACid:16243179,0,0,0,0,0,0,2,0
Glyma01g02660.1|PACid:16243180,257,5.034,371,7.232,436,6.859,529,6.429
Glyma01g02660.2|PACid:16243181,301,5.916,320,6.259,438,6.914,517,6.305
Glyma01g02670.1|PACid:16243182,79,2.068,68,1.772,177,3.722,291,4.727
Glyma01g02680.1|PACid:16243183,0,0,1,0,2,0,3,0
Glyma01g02700.1|PACid:16243184,49,1.485,138,4.163,180,4.382,240,4.514
Glyma01g02710.1|PACid:16243185,67,0,31,0,33,0,50,0
Glyma01g02720.1|PACid:16243186,1443,121.579,766,64.227,832,56.298,1168,61.057
Glyma01g02740.1|PACid:16243188,41,1.017,42,1.037,4,0,56,0.862
Glyma01g02750.1|PACid:16243189,185,4.68,356,8.962,97,1.971,623,9.777
Glyma01g02760.1|PACid:16243190,42,0.947,18,0,15,0,29,0.406
Glyma01g02780.1|PACid:16243192,820,11.849,2047,29.436,2061,23.917,3370,30.213
Glyma01g02790.1|PACid:16243193,482,7.924,156,2.552,284,3.75,444,4.529
Glyma01g02800.1|PACid:16243194,142,3.698,151,3.913,226,4.727,254,4.104
Glyma01g02810.1|PACid:16243195,107,1.254,11,0,8,0,26,0.189
Glyma01g02820.1|PACid:16243196,357,23.646,250,16.479,329,17.501,436,17.917
Glyma01g02840.1|PACid:16243198,255,4.434,448,7.752,810,11.311,956,10.314
Glyma01g02850.1|PACid:16243199,2053,45.59,945,20.884,2897,51.666,4360,60.072
Glyma01g02850.2|PACid:16243200,893,21.864,459,11.184,1422,27.961,2136,32.448
Glyma01g02880.1|PACid:16243203,402,20.203,514,25.707,440,17.759,714,22.264
Glyma01g02890.1|PACid:16243204,981,8.647,748,6.561,967,6.845,1088,5.95
Glyma01g02900.1|PACid:16243205,230,2.827,436,5.333,398,3.928,495,3.775
Glyma01g02920.1|PACid:16243207,20,0.906,24,1.082,36,1.309,30,0.843
Glyma01g02930.1|PACid:16243208,4,0,10,0.615,6,0.298,5,0.192
Glyma01g02940.1|PACid:16243209,268,4.167,352,5.446,377,4.707,488,4.707
Glyma01g02950.1|PACid:16243210,998,35.961,1817,65.157,2341,67.745,2805,62.71
Glyma01g02990.1|PACid:16243213,179,4.978,176,4.871,149,3.328,248,4.279
Glyma01g02990.2|PACid:16243214,66,3.025,56,2.554,39,1.436,85,2.417
Glyma01g03020.1|PACid:16243217,795,43.586,1234,67.329,1388,61.115,1905,64.801
Glyma01g03030.1|PACid:16243218,158,5.001,94,2.961,106,2.695,245,4.812
Glyma01g03040.1|PACid:16243219,5,0,29,0.622,2,0,17,0
Glyma01g03050.1|PACid:16243220,23,1.417,0,0,1,0,4,0.153
Glyma01g03060.1|PACid:16243221,118,5.366,43,1.946,25,0.913,23,0.649
Glyma01g03070.1|PACid:16243222,6345,454.404,1484,105.766,2375,136.599,3978,176.758
Glyma01g03090.1|PACid:16243224,90,2.204,156,3.801,126,2.478,386,5.864
Glyma01g03100.1|PACid:16243225,332,6.097,96,1.754,205,3.023,145,1.652
Glyma01g03110.1|PACid:16243226,8,0,2,0,1,0,3,0
Glyma01g03120.1|PACid:16243227,226,7.378,119,3.866,125,3.277,159,3.221
Glyma01g03120.2|PACid:16243228,170,6.05,93,3.294,86,2.458,121,2.672
Glyma01g03130.1|PACid:16243229,255,6.325,417,10.293,386,7.689,783,12.049
Glyma01g03150.1|PACid:16243231,34,1.679,70,3.441,85,3.372,89,2.727
Glyma01g03150.2|PACid:16243232,49,2.42,75,3.686,71,2.816,102,3.126
Glyma01g03160.1|PACid:16243233,386,6.301,425,6.904,471,6.174,543,5.499
Glyma01g03160.2|PACid:16243234,286,4.996,279,4.85,282,3.956,364,3.945
Glyma01g03180.1|PACid:16243236,692,53.217,502,38.419,576,35.575,809,38.601
Glyma01g03180.2|PACid:16243237,625,48.064,481,36.812,596,36.81,785,37.456
Glyma01g03190.1|PACid:16243238,795,23.661,1418,42,222,5.306,950,17.543
Glyma01g03210.1|PACid:16243240,97,1.816,143,2.664,77,1.158,171,1.986
Glyma01g03220.1|PACid:16243241,159,5.555,268,9.317,311,8.726,375,8.128
Glyma01g03240.1|PACid:16243243,47,4.987,0,0,0,0,9,0.592
Glyma01g03260.1|PACid:16243245,4306,102.366,4409,104.309,8029,153.292,10013,147.69
Glyma01g03260.2|PACid:16243246,3977,94.545,4158,98.371,7045,134.505,8954,132.07
Glyma01g03260.3|PACid:16243247,4118,97.897,4571,108.142,7806,149.035,10086,148.767
Glyma01g03270.1|PACid:16243248,430,12.047,198,5.52,381,8.572,448,7.787
Glyma01g03320.1|PACid:16243253,0,0,3,0,0,0,0,0
Glyma01g03330.1|PACid:16243254,475,11.962,419,10.501,339,6.856,603,9.422
Glyma01g03330.2|PACid:16243255,97,3.597,86,3.174,118,3.514,150,3.451
Glyma01g03330.3|PACid:16243256,130,4.821,106,3.912,134,3.991,166,3.819
Glyma01g03330.4|PACid:16243257,75,2.506,85,2.826,90,2.415,154,3.192
Glyma01g03330.5|PACid:16243258,109,3.641,146,4.854,106,2.844,180,3.731
Glyma01g03360.1|PACid:16243261,60,1.795,49,1.459,71,1.706,160,2.97
Glyma01g03360.2|PACid:16243262,72,2.154,54,1.608,78,1.874,151,2.803
Glyma01g03380.1|PACid:16243264,497,31.994,357,22.871,443,22.903,617,24.643
Glyma01g03390.1|PACid:16243265,258,5.854,30,0.677,46,0.838,73,1.028
Glyma01g03420.1|PACid:16243268,176,3.181,474,8.525,639,9.275,557,6.246
Glyma01g03430.1|PACid:16243269,258,11.639,19,0.853,48,1.739,121,3.387
Glyma01g03450.1|PACid:16243271,49,1.771,8,0,2,0,4,0
Glyma01g03470.1|PACid:16243273,31,3.903,8,1.002,41,4.146,13,1.016
Glyma01g03480.1|PACid:16243274,480,11.459,56,1.33,164,3.144,195,2.888
Glyma01g03490.1|PACid:16243275,523,9.604,481,8.79,610,8.996,615,7.007
Glyma01g03490.2|PACid:16243276,431,8.15,364,6.85,507,7.699,527,6.183
Glyma01g03500.1|PACid:16243277,176,6.032,143,4.877,172,4.734,239,5.082
Glyma01g03510.1|PACid:16243278,0,0,1,0,0,0,0,0
Glyma01g03530.1|PACid:16243280,3403,91.966,1682,45.237,1942,42.149,2789,46.765
Glyma01g03540.1|PACid:16243281,654,28.823,563,24.693,702,24.847,1045,28.574
Glyma01g03550.1|PACid:16243282,590,20.241,856,29.225,939,25.872,1544,32.865
Glyma01g03570.1|PACid:16243283,2560,188.038,2159,157.819,2131,125.708,3053,139.135
Glyma01g03580.1|PACid:16243284,176,9.294,110,5.78,94,3.986,54,1.769
Glyma01g03590.1|PACid:16243285,238,37.877,218,34.527,288,36.81,373,36.831
Glyma01g03600.1|PACid:16243286,117,3.966,104,3.509,149,4.057,181,3.807
Glyma01g03600.2|PACid:16243287,108,3.661,149,5.027,115,3.131,165,3.471
Glyma01g03610.1|PACid:16243288,692,24.249,984,34.315,966,27.185,1592,34.612
Glyma01g03610.2|PACid:16243289,434,16.973,635,24.714,634,19.913,937,22.736
Glyma01g03650.1|PACid:16243293,514,30.836,518,30.926,324,15.611,751,27.954
Glyma01g03650.2|PACid:16243294,374,27.828,344,25.472,252,15.059,511,23.59
Glyma01g03650.3|PACid:16243295,474,29.843,423,26.503,389,19.669,768,30
Glyma01g03650.4|PACid:16243296,513,32.298,477,29.887,331,16.736,736,28.75
Glyma01g03660.1|PACid:16243297,3,0,0,0,0,0,0,0
Glyma01g03670.1|PACid:16243298,178,13.598,4,0,9,0.552,12,0.569
Glyma01g03690.1|PACid:16243300,4,0,2,0,8,0,13,0
Glyma01g03700.1|PACid:16243301,85,3.865,72,3.258,59,2.155,164,4.627
Glyma01g03710.1|PACid:16243302,83,3.257,237,9.255,169,5.326,237,5.77
Glyma01g03710.2|PACid:16243303,79,3.378,159,6.765,164,5.631,229,6.075
Glyma01g03720.1|PACid:16243304,186,7.639,143,5.845,192,6.333,294,7.492
Glyma01g03720.2|PACid:16243305,164,6.76,141,5.784,242,8.011,258,6.598
Glyma01g03720.3|PACid:16243306,143,5.873,162,6.621,216,7.125,262,6.676
Glyma01g03720.4|PACid:16243307,85,4.774,106,5.925,138,6.225,180,6.273
Glyma01g03720.5|PACid:16243308,148,6.599,105,4.659,221,7.913,291,8.05
Glyma01g03720.6|PACid:16243309,78,3.478,80,3.55,114,4.082,137,3.79
Glyma01g03730.1|PACid:16243310,452,37.531,448,37.019,506,33.742,681,35.083
Glyma01g03750.1|PACid:16243311,566,46.997,434,35.863,540,36.01,660,34.002
Glyma01g03760.1|PACid:16243312,1172,21.317,107,1.937,90,1.315,443,4.999
Glyma01g03780.1|PACid:16243314,25,2.808,23,2.571,41,3.699,40,2.788
Glyma01g03790.1|PACid:16243315,255,5.361,8,0,28,0.473,14,0
Glyma01g03810.1|PACid:16243317,3240,40.006,2816,34.603,3789,37.574,3555,27.235
Glyma01g03820.1|PACid:16243318,639,13.584,949,20.077,248,4.234,1420,18.73
Glyma01g03830.1|PACid:16243319,948,32.043,795,26.742,1032,28.015,1599,33.534
Glyma01g03850.1|PACid:16243321,211,3.064,716,10.348,722,8.421,705,6.353
Glyma01g03870.1|PACid:16243323,548,7.293,560,7.417,265,2.832,494,4.079
Glyma01g03880.1|PACid:16243324,992,22.376,32,0.718,161,2.917,90,1.26
Glyma01g03890.1|PACid:16243325,1344,17.661,1251,16.36,1239,13.076,1564,12.751
Glyma01g03900.1|PACid:16243326,102,3.1,15,0,20,0.488,36,0.679
Glyma01g03910.1|PACid:16243327,63,2.635,74,3.08,47,1.579,77,1.998
Glyma01g03920.1|PACid:16243328,32,0.342,59,0.627,21,0,22,0
Glyma01g03930.1|PACid:16243329,3398,54.229,3663,58.176,3412,43.731,4255,42.132
Glyma01g03940.1|PACid:16243330,2536,77.079,230,6.957,68,1.66,36,0.679
Glyma01g03960.1|PACid:16243332,177,1.88,177,1.871,166,1.416,189,1.245
Glyma01g03980.1|PACid:16243334,186,2.148,158,1.816,142,1.317,152,1.089
Glyma01g04000.1|PACid:16243336,543,5.406,981,9.719,674,5.389,1066,6.584
Glyma01g04040.1|PACid:16243340,405,12.611,13,0,40,1,78,1.507
Glyma01g04050.1|PACid:16243341,813,29.203,862,30.814,1869,53.917,1920,42.79
Glyma01g04060.1|PACid:16243342,281,9.252,187,6.128,348,9.202,299,6.108
Glyma01g04060.2|PACid:16243343,131,5.176,91,3.578,175,5.553,115,2.819
Glyma01g04070.1|PACid:16243344,1087,80.88,43,3.184,6,0.359,80,3.693
Glyma01g04080.1|PACid:16243345,110,3.379,115,3.516,126,3.109,186,3.545
Glyma01g04090.1|PACid:16243346,19,0.746,30,1.172,109,3.435,61,1.485
Glyma01g04090.2|PACid:16243347,41,1.609,18,0.703,103,3.246,59,1.436
Glyma01g04100.1|PACid:16243348,329,8.548,329,8.507,235,4.904,521,8.399
Glyma01g04110.1|PACid:16243349,64,2.567,12,0,20,0.644,14,0.348
Glyma01g04120.1|PACid:16243350,4,0,6,0.243,19,0.62,4,0
Glyma01g04130.1|PACid:16243351,559,13.372,122,2.904,290,5.571,449,6.664
Glyma01g04140.1|PACid:16243352,108,2.75,22,0.557,55,1.125,80,1.264
Glyma01g04150.1|PACid:16243353,201,8.468,4,0,1,0,28,0.732
Glyma01g04160.1|PACid:16243354,69,1.486,2,0,0,0,0,0
Glyma01g04170.1|PACid:16243355,178,7.499,146,6.121,138,4.669,212,5.541
Glyma01g04170.2|PACid:16243356,193,8.409,125,5.42,177,6.193,225,6.082
Glyma01g04170.3|PACid:16243357,235,9.9,140,5.869,192,6.496,267,6.979
Glyma01g04170.4|PACid:16243358,123,6.32,123,6.29,138,5.695,152,4.846
Glyma01g04190.1|PACid:16243360,93,6.16,119,7.844,149,7.926,226,9.287
Glyma01g04200.1|PACid:16243361,20,0,4,0,2,0,14,0
Glyma01g04220.1|PACid:16243363,294,8.796,2,0.06,6,0.144,13,0
Glyma01g04230.1|PACid:16243364,804,27.749,664,22.807,1232,34.149,1053,22.549
Glyma01g04240.1|PACid:16243365,36,0.52,24,0.345,34,0.395,25,0.224
Glyma01g04250.1|PACid:16243366,119,2.926,26,0.636,22,0.434,11,0
Glyma01g04270.1|PACid:16243368,632,17.881,644,18.133,1002,22.768,816,14.324
Glyma01g04300.1|PACid:16243371,302,7.955,211,5.531,188,3.977,270,4.413
Glyma01g04300.2|PACid:16243372,296,8.252,236,6.548,239,5.351,302,5.224
Glyma01g04310.1|PACid:16243373,0,0,0,0,1,0,0,0
Glyma01g04320.1|PACid:16243374,538,18.293,596,20.167,569,15.538,909,19.176
Glyma01g04340.1|PACid:16243376,19,0.502,46,1.209,37,0.785,49,0.803
Glyma01g04350.1|PACid:16243377,129,4.412,258,8.782,61,1.676,186,3.947
Glyma01g04370.1|PACid:16243379,0,0,5,0,1,0,9,0
Glyma01g04380.1|PACid:16243380,74,2.231,374,11.223,84,2.034,652,12.198
Glyma01g04390.1|PACid:16243381,92,3.861,124,5.18,101,3.405,226,5.885
Glyma01g04400.1|PACid:16243382,865,19.098,1114,24.476,1110,19.682,1528,20.931
Glyma01g04410.1|PACid:16243383,75,2.256,117,3.502,188,4.541,226,4.217
Glyma01g04420.1|PACid:16243384,20,1.57,8,0,8,0.504,40,1.948
Glyma01g04430.1|PACid:16243385,20,0,67,0.935,27,0.304,26,0.226
Glyma01g04440.1|PACid:16243386,610,14.236,361,8.384,628,11.77,711,10.295
Glyma01g04440.2|PACid:16243387,637,14.866,366,8.5,591,11.077,772,11.178
Glyma01g04450.1|PACid:16243388,55,2.852,0,0,5,0,6,0.193
Glyma01g04460.1|PACid:16243389,474,14.331,354,10.651,294,7.139,617,11.574
Glyma01g04470.1|PACid:16243390,6,0.513,7,0.596,6,0.412,11,0.584
Glyma01g04470.2|PACid:16243391,1,0,3,0.305,3,0,8,0.508
Glyma01g04480.1|PACid:16243392,892,18.789,1657,34.734,1601,27.083,2646,34.58
Glyma01g04490.1|PACid:16243393,538,4.526,739,6.187,694,4.689,928,4.844
Glyma01g04490.2|PACid:16243394,479,4.03,657,5.501,604,4.081,972,5.074
Glyma01g04490.3|PACid:16243395,455,3.828,784,6.564,731,4.939,983,5.131
Glyma01g04500.1|PACid:16243396,193,3.455,80,1.425,209,3.005,81,0.9
Glyma01g04510.1|PACid:16243397,213,5.825,242,6.586,182,3.997,373,6.329
Glyma01g04530.1|PACid:16243399,603,22.955,931,35.271,1726,52.769,1322,31.225
Glyma01g04560.1|PACid:16243402,221,11.511,301,15.602,302,12.633,499,16.125
Glyma01g04570.1|PACid:16243403,428,15.975,532,19.761,505,15.138,897,20.772
Glyma01g04570.2|PACid:16243404,237,10.734,301,13.567,271,9.857,497,13.966
Glyma01g04580.1|PACid:16243405,17,1.787,72,7.532,15,1.266,42,2.739
Glyma01g04590.1|PACid:16243406,357,3.017,210,1.766,311,2.111,327,1.715
Glyma01g04600.1|PACid:16243407,203,11.868,270,15.709,330,15.494,448,16.25
Glyma01g04610.1|PACid:16243408,156,6.745,79,3.399,97,3.368,70,1.878
Glyma01g04610.2|PACid:16243409,130,5.621,68,2.926,71,2.466,73,1.958
Glyma01g04630.1|PACid:16243411,369,8.242,237,5.268,236,4.234,352,4.878
Glyma01g04640.1|PACid:16243412,124,2.404,2,0,16,0,14,0.168
Glyma01g04660.1|PACid:16243414,250,4.554,315,5.711,254,3.716,470,5.312
Glyma01g04670.1|PACid:16243415,101,3.923,45,1.739,35,1.092,85,2.048
Glyma01g04690.1|PACid:16243417,651,31.608,1262,60.979,1874,73.074,1845,55.58
Glyma01g04700.1|PACid:16243418,0,0,0,0,4,0,1,0
Glyma01g04710.1|PACid:16243419,1923,93.765,1351,65.557,3961,155.111,4344,131.418
Glyma01g04720.1|PACid:16243420,455,13.648,389,11.612,735,17.706,873,16.247
Glyma01g04730.1|PACid:16243421,137,3.042,351,7.757,185,3.299,352,4.85
Glyma01g04740.1|PACid:16243422,195,6.939,64,2.266,150,4.287,171,3.775
Glyma01g04750.1|PACid:16243423,30,1.237,24,0.984,16,0.53,58,1.483
Glyma01g04760.1|PACid:16243424,440,36.272,499,40.937,352,23.304,870,44.498
Glyma01g04790.1|PACid:16243427,4,0,34,0.506,11,0,14,0
Glyma01g04790.2|PACid:16243428,9,0,32,0,26,0,23,0
Glyma01g04810.1|PACid:16243430,8,0,8,0,13,0,4,0
Glyma01g04820.1|PACid:16243431,694,17.79,668,17.041,720,14.823,954,15.173
Glyma01g04830.1|PACid:16243432,489,9.023,1958,35.954,1958,29.015,5536,63.378
Glyma01g04830.2|PACid:16243433,85,2.654,365,11.341,363,9.102,1032,19.992
Glyma01g04860.1|PACid:16243435,260,6.945,217,5.768,328,7.036,373,6.181
Glyma01g04870.1|PACid:16243436,29,0.886,25,0.76,17,0.417,39,0.739
Glyma01g04880.1|PACid:16243437,296,15.487,360,18.745,308,12.942,528,17.141
Glyma01g04890.1|PACid:16243438,676,22.387,525,17.303,829,22.049,918,18.863
Glyma01g04890.2|PACid:16243439,498,18.115,458,16.58,618,18.054,656,14.806
Glyma01g04900.1|PACid:16243440,37,0.731,65,1.278,56,0.889,88,1.079
Glyma01g04920.1|PACid:16243442,422,12.431,756,22.162,814,19.257,1463,26.738
Glyma01g04930.1|PACid:16243443,517,12.041,952,22.065,952,17.806,1245,17.99
Glyma01g04940.1|PACid:16243444,0,0,12,0.695,9,0.42,13,0.469
Glyma01g04970.1|PACid:16243447,2,0,0,0,0,0,0,0
Glyma01g04980.1|PACid:16243448,455,15.334,945,31.694,773,20.922,1393,29.128
Glyma01g04980.2|PACid:16243449,579,19.983,1076,36.958,931,25.806,1687,36.125
Glyma01g04980.3|PACid:16243450,261,9.317,637,22.629,457,13.101,984,21.793
Glyma01g05000.1|PACid:16243452,290,12.587,196,8.466,482,16.802,377,10.152
Glyma01g05010.1|PACid:16243453,0,0,0,0,0,0,1,0
Glyma01g05020.1|PACid:16243454,0,0,3,0,0,0,14,0.313
Glyma01g05060.1|PACid:16243458,0,0,6,0,34,0.705,8,0
Glyma01g05070.1|PACid:16243459,1,0,15,0,56,1.003,21,0
Glyma01g05080.1|PACid:16243460,11,0.824,108,8.049,414,24.901,135,6.273
Glyma01g05090.1|PACid:16243461,45,0.702,2,0,2,0,2,0
Glyma01g05100.1|PACid:16243462,492,10.498,188,3.992,112,1.919,304,4.025
Glyma01g05150.1|PACid:16243467,1487,72.506,930,45.128,2257,88.383,2219,67.131
Glyma01g05160.1|PACid:16243468,223,6.202,394,10.905,321,7.17,853,14.719
Glyma01g05160.2|PACid:16243469,134,5.067,147,5.532,164,4.981,420,9.855
Glyma01g05170.1|PACid:16243470,544,18.832,537,18.5,270,7.507,836,17.956
Glyma01g05190.1|PACid:16243472,385,9.327,309,7.45,65,1.265,154,2.315
Glyma01g05220.1|PACid:16243475,114,6.665,57,3.316,94,4.413,105,3.809
Glyma01g05230.1|PACid:16243476,1043,42.082,293,11.765,275,8.911,197,4.932
Glyma01g05230.2|PACid:16243477,964,40.022,223,9.214,274,9.136,205,5.281
Glyma01g05310.1|PACid:16243485,6,0.731,0,0,0,0,2,0
Glyma01g05320.1|PACid:16243486,61,2.888,90,4.241,55,2.091,81,2.38
Glyma01g05340.1|PACid:16243488,395,8.413,987,20.92,451,7.714,1593,21.051
Glyma01g05340.2|PACid:16243489,418,8.903,1020,21.62,449,7.68,1540,20.35
Glyma01g05350.1|PACid:16243490,139,8.704,973,60.631,438,22.026,1334,51.825
Glyma01g05360.1|PACid:16243491,39,1.824,45,2.094,54,2.028,48,1.393
Glyma01g05370.1|PACid:16243492,241,14.847,11,0.674,18,0.891,38,1.452
Glyma01g05410.1|PACid:16243496,801,30.594,553,21.02,588,18.037,660,15.641
Glyma01g05430.1|PACid:16243498,246,14.165,268,15.357,284,13.133,372,13.29
Glyma01g05440.1|PACid:16243499,225,8.082,330,11.797,331,9.549,462,10.296
Glyma01g05450.1|PACid:16243500,0,0,10,0.53,7,0.3,4,0
Glyma01g05470.1|PACid:16243502,311,7.902,34,0.86,76,1.551,101,1.592
Glyma01g05480.1|PACid:16243503,0,0,0,0,0,0,3,0
Glyma01g05490.1|PACid:16243504,198,8.828,293,13.001,326,11.673,323,8.935
Glyma01g05490.2|PACid:16243505,140,7.292,163,8.449,215,8.993,202,6.528
Glyma01g05490.3|PACid:16243506,185,8.281,269,11.982,354,12.725,369,10.248
Glyma01g05500.1|PACid:16243507,8,0,3,0,1,0,11,0
Glyma01g05540.1|PACid:16243511,43,1.717,24,0.954,23,0.737,26,0.644
Glyma01g05550.1|PACid:16243512,219,9.652,344,15.087,392,13.875,473,12.934
Glyma01g05560.1|PACid:16243513,49,1.512,37,1.136,48,1.19,49,0.938
Glyma01g05580.1|PACid:16243515,778,14.662,460,8.627,142,2.149,1029,12.032
Glyma01g05710.1|PACid:16243528,177,2.053,534,6.163,809,7.535,603,4.339
Glyma01g05740.1|PACid:16243531,965,91.384,686,64.65,810,61.603,893,52.469
Glyma01g05750.1|PACid:16243532,705,14.96,832,17.57,914,15.576,1508,19.854
Glyma01g05770.1|PACid:16243534,104,2.579,65,1.604,96,1.912,142,2.185
Glyma01g05800.1|PACid:16243536,333,13.295,405,16.092,429,13.756,764,18.925
Glyma01g05810.1|PACid:16243537,69,2.662,86,3.302,71,2.2,201,4.811
Glyma01g05820.1|PACid:16243538,263,3.341,749,9.469,377,3.846,1181,9.308
Glyma01g05830.1|PACid:16243539,140,2.63,102,1.907,161,2.429,100,1.165
Glyma01g05840.1|PACid:16243540,1,0,0,0,0,0,0,0
Glyma01g05850.1|PACid:16243541,10,0,2,0,3,0,6,0
Glyma01g05860.1|PACid:16243542,425,7.609,482,8.588,333,4.788,970,10.775
Glyma01g05870.1|PACid:16243543,21,1.114,11,0.581,19,0.809,29,0.955
Glyma01g05880.1|PACid:16243544,82,4.085,36,1.785,33,1.32,65,2.009
Glyma01g05890.1|PACid:16243545,110,2.506,0,0,6,0,1,0
Glyma01g05900.1|PACid:16243546,1,0,0,0,0,0,1,0
Glyma01g05920.1|PACid:16243548,313,10.366,154,5.075,232,6.17,157,3.226
Glyma01g05960.1|PACid:16243552,17,0.518,49,1.486,28,0.685,59,1.116
Glyma01g05970.1|PACid:16243553,0,0,4,0,0,0,4,0
Glyma01g05980.1|PACid:16243554,19,0.54,0,0,0,0,4,0
Glyma01g06010.1|PACid:16243557,283,11.459,172,6.931,233,7.577,299,7.511
Glyma01g06030.1|PACid:16243559,1143,52.18,27,1.227,77,2.823,615,17.419
Glyma01g06030.2|PACid:16243560,642,33.287,13,0.671,57,2.373,350,11.259
Glyma01g06060.1|PACid:16243563,178,5.878,198,6.507,225,5.967,386,7.908
Glyma01g06080.1|PACid:16243564,197,14.021,268,18.982,217,12.403,345,15.234
Glyma01g06100.1|PACid:16243566,2,0,2,0,0,0,0,0
Glyma01g06110.1|PACid:16243567,1148,68.158,626,36.987,2275,108.475,1823,67.153
Glyma01g06150.1|PACid:16243571,4,0,43,1.751,48,1.578,27,0.686
Glyma01g06150.2|PACid:16243572,2,0,14,0.892,2,0,5,0
Glyma01g06170.1|PACid:16243574,3093,25.479,3127,25.635,3678,24.333,3696,18.89
Glyma01g06250.1|PACid:16243582,2,0,1,0,1,0,5,0
Glyma01g06260.1|PACid:16243583,183,11.213,173,10.55,195,9.596,251,9.543
Glyma01g06260.2|PACid:16243584,123,9.653,133,10.388,136,8.572,157,7.645
Glyma01g06270.1|PACid:16243585,403,19.403,515,24.675,473,18.289,720,21.507
Glyma01g06280.1|PACid:16243586,39,1.428,16,0.583,39,1.147,35,0.795
Glyma01g06290.1|PACid:16243587,122,3.266,178,4.742,158,3.397,276,4.585
Glyma01g06290.2|PACid:16243588,93,2.698,150,4.33,168,3.914,210,3.78
Glyma01g06300.1|PACid:16243589,285,12.807,1469,65.692,1475,53.23,2595,72.349
Glyma01g06320.1|PACid:16243590,317,16.289,389,19.892,340,14.031,613,19.543
Glyma01g06350.1|PACid:16243593,0,0,2,0.088,0,0,1,0
Glyma01g06370.1|PACid:16243595,144,1.911,77,1.017,142,1.514,97,0.799
Glyma01g06380.1|PACid:16243596,85,6.408,99,7.427,110,6.66,104,4.864
Glyma01g06380.2|PACid:16243597,72,5.428,77,5.777,103,6.236,106,4.958
Glyma01g06440.1|PACid:16243602,5,0,2,0,3,0,4,0
Glyma01g06450.1|PACid:16243603,683,12.746,205,3.807,257,3.852,390,4.516
Glyma01g06530.1|PACid:16243610,8,0.214,3,0,2,0.043,10,0.166
Glyma01g06540.1|PACid:16243611,95,4.517,135,6.388,171,6.53,142,4.189
Glyma01g06550.1|PACid:16243612,121,3.041,558,13.954,305,6.155,661,10.306
Glyma01g06600.1|PACid:16243617,112,8.021,84,5.987,197,11.331,219,9.731
Glyma01g06600.2|PACid:16243618,55,5.296,28,2.683,91,7.037,104,6.213
Glyma01g06600.3|PACid:16243619,26,2.525,11,1.063,38,2.964,47,2.832
Glyma01g06610.1|PACid:16243620,99,3.427,56,0,80,2.224,90,0
Glyma01g06620.1|PACid:16243621,366,17.999,443,21.681,587,23.184,777,23.708
Glyma01g06630.1|PACid:16243622,326,10.796,281,9.261,282,7.5,398,8.178
Glyma01g06630.2|PACid:16243623,204,7.516,246,9.02,250,7.398,305,6.972
Glyma01g06640.1|PACid:16243624,634,40.137,41,2.583,94,4.779,139,5.46
Glyma01g06660.1|PACid:16243625,26,1.425,13,0.709,8,0.352,29,0.986
Glyma01g06680.1|PACid:16243627,342,5.647,428,7.033,513,6.802,718,7.355
Glyma01g06690.1|PACid:16243628,87,1.389,72,1.144,114,1.462,102,1.01
Glyma01g06700.1|PACid:16243629,53,1.953,92,3.373,93,2.752,130,2.972
Glyma01g06720.1|PACid:16243631,17,0.663,23,0.892,1,0,115,2.781
Glyma01g06730.1|PACid:16243632,223,4.375,252,4.921,285,4.491,439,5.344
Glyma01g06740.1|PACid:16243633,1084,66.78,661,40.525,1593,78.815,1409,53.856
Glyma01g06740.2|PACid:16243634,362,28.607,242,19.032,565,35.858,531,26.035
Glyma01g06740.3|PACid:16243635,176,15.513,114,10,320,22.652,225,12.305
Glyma01g06750.1|PACid:16243636,220,9.134,234,9.668,280,9.336,415,10.69
Glyma01g06750.2|PACid:16243637,97,4.518,94,4.357,87,3.255,114,3.295
Glyma01g06750.3|PACid:16243638,13,0.861,30,1.977,47,2.5,35,1.438
